gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
NF1	56	0	28	0.0	0.0
CDKN2A	28	1	14	0.0	0.0
TP53	41	0	15	0.0	0.0
SSPO	6	0	6	0.0	0.0
TRHR	33	0	8	3e-05	0.047748
HS3ST4	35	0	8	5e-05	0.06631666666666666
SACM1L	4	0	4	8e-05	0.09094857142857143
CNNM3	8	0	4	0.00017	0.15916
ZNF560	61	0	14	0.00018	0.15916
TMEM207	8	0	4	0.00024	0.190992
ARID2	55	0	15	0.00043	0.31108545454545455
CPA6	20	0	8	0.00053	0.3514783333333333
PTEN	22	0	8	0.00067	0.41014307692307694
MNX1	3	0	2	0.00079	0.4490585714285715
RNASE10	8	0	3	0.00109	0.5598041379310345
BRD7	12	0	6	0.00115	0.5598041379310345
PPP4R2	5	0	3	0.00145	0.5598041379310345
WNT2B	5	1	3	0.0015	0.5598041379310345
PCDH7	16	0	5	0.00151	0.5598041379310345
BTBD8	19	0	7	0.00167	0.5598041379310345
OLIG3	6	0	3	0.00176	0.5598041379310345
ANGPTL5	22	0	6	0.00183	0.5598041379310345
OFCC1	4	0	3	0.00188	0.5598041379310345
CNTNAP3	42	0	9	0.00189	0.5598041379310345
TBC1D9	46	0	9	0.00191	0.5598041379310345
NRP1	41	0	9	0.00198	0.5598041379310345
P2RY10	17	1	5	0.00199	0.5598041379310345
SLC13A3	17	0	4	0.002	0.5598041379310345
FBXW7	16	0	5	0.00204	0.5598041379310345
ZNF280C	13	0	6	0.00283	0.7225026315789475
BPI	25	0	6	0.003	0.7225026315789475
GPN3	6	0	4	0.00311	0.7225026315789475
CNGB3	56	0	10	0.00313	0.7225026315789475
PEX6	8	0	4	0.00322	0.7225026315789475
SCFD2	10	0	4	0.00326	0.7225026315789475
ANKZF1	12	0	5	0.00334	0.7225026315789475
GSTA4	3	0	2	0.0034	0.7225026315789475
ENPP5	13	0	4	0.00345	0.7225026315789475
KCNE3	3	0	2	0.00356	0.726422564102564
TRIM72	14	0	5	0.00393	0.7394308333333334
SYT6	18	0	4	0.00405	0.7394308333333334
OR52N4	23	0	4	0.00428	0.7394308333333334
CLK1	6	0	3	0.00428	0.7394308333333334
BMPR1A	4	0	3	0.00435	0.7394308333333334
DNAH14	4	0	3	0.00441	0.7394308333333334
ATP9B	20	0	6	0.00443	0.7394308333333334
PDLIM3	6	0	3	0.00445	0.7394308333333334
AKAP1	21	0	5	0.00446	0.7394308333333334
FAM124B	7	0	3	0.00456	0.7405812244897959
MAN1A2	13	0	4	0.00496	0.7894336
OR2T8	20	0	3	0.00512	0.7989207843137255
CAB39L	5	0	3	0.00555	0.8110619178082192
NBPF9	4	0	3	0.00568	0.8110619178082192
STON2	36	0	6	0.00576	0.8110619178082192
ARNT	13	0	5	0.00581	0.8110619178082192
POF1B	44	0	9	0.00586	0.8110619178082192
MAP3K11	17	0	4	0.00608	0.8110619178082192
ZMAT4	15	0	5	0.00649	0.8110619178082192
TIMP4	5	0	3	0.00662	0.8110619178082192
HLA-B	6	0	3	0.00665	0.8110619178082192
PDE7A	4	0	3	0.0068	0.8110619178082192
MYH7B	57	0	8	0.00681	0.8110619178082192
PCBP2	12	0	5	0.0069	0.8110619178082192
TRBV10-1	10	0	4	0.0069	0.8110619178082192
ATF7IP2	21	0	5	0.0069	0.8110619178082192
UBE2W	2	0	2	0.00699	0.8110619178082192
CLEC2B	8	0	4	0.00706	0.8110619178082192
TMCC1	10	0	3	0.0071	0.8110619178082192
KIAA1324	11	0	4	0.00713	0.8110619178082192
MARVELD2	18	0	5	0.00719	0.8110619178082192
CCL23	5	0	3	0.00738	0.8110619178082192
RTCB	8	0	3	0.00739	0.8110619178082192
TM4SF18	5	0	3	0.00744	0.8110619178082192
THUMPD1	4	0	3	0.00785	0.8441932432432432
HSD17B2	15	0	4	0.00803	0.8520365333333334
DUXA	15	0	6	0.0082	0.8536763636363636
CST2	5	0	3	0.00826	0.8536763636363636
LRPPRC	8	0	3	0.00842	0.8590558974358975
RGAG4	12	0	3	0.00857	0.8632918987341772
PRCP	6	0	3	0.00886	0.8771886363636364
IL17RA	11	0	3	0.00911	0.8771886363636364
ATP6V0A2	15	0	4	0.00918	0.8771886363636364
ZNF772	3	0	2	0.0092	0.8771886363636364
TPST2	9	0	3	0.00944	0.8771886363636364
GPATCH4	3	0	2	0.00946	0.8771886363636364
BCHE	18	0	5	0.00952	0.8771886363636364
CACUL1	3	0	2	0.00969	0.8771886363636364
RAN	2	0	2	0.0097	0.8771886363636364
MPZL2	9	0	3	0.010096013084432958	0.9027423834372751
CEL	13	0	3	0.010243382774727526	0.9057426680142405
GEMIN5	37	0	8	0.010488116963480378	0.9087252929605649
PEA15	2	0	2	0.01053152612345055	0.9087252929605649
IKZF1	31	0	4	0.010717539252987515	0.9087252929605649
IKBKE	22	0	5	0.010733875036226827	0.9087252929605649
IL34	5	0	3	0.0109286034337672	0.9107086659228106
REG1A	9	0	4	0.011281333904920917	0.9107086659228106
WDR77	6	0	3	0.011330546019012656	0.9107086659228106
MTDH	8	0	3	0.011497688964518131	0.9107086659228106
NEK5	27	0	7	0.011638598247227103	0.9107086659228106
OR52E8	14	0	3	0.011952857928330663	0.9107086659228106
RBP5	10	0	4	0.012583048117576002	0.9107086659228106
PAXBP1	11	0	4	0.0126519819329698	0.9107086659228106
ZNF823	7	0	4	0.012922734967628548	0.9107086659228106
TTPAL	10	0	3	0.013194004644289634	0.9107086659228106
ANAPC16	4	0	3	0.01338114863779907	0.9107086659228106
SRC	8	0	3	0.013490725126475547	0.9107086659228106
TRBV7-6	13	0	3	0.013696003506176897	0.9107086659228106
SLC38A1	36	0	6	0.01379690949227373	0.9107086659228106
TGIF2LY	4	0	2	0.013810628659816596	0.9107086659228106
PPIP5K1	15	0	5	0.013979366455112253	0.9107086659228106
OR5K1	21	0	2	0.014628651677174915	0.9107086659228106
ACAD10	22	0	5	0.014948353438868708	0.9107086659228106
SERGEF	8	0	4	0.015034428842048291	0.9107086659228106
ZADH2	6	0	2	0.015452845641524887	0.9107086659228106
AASS	14	0	4	0.015462403166700169	0.9107086659228106
SYT7	15	0	3	0.015503154892020527	0.9107086659228106
SLC9A6	13	0	4	0.01585917056537943	0.9107086659228106
TARS	11	0	4	0.01593955719910101	0.9107086659228106
IGHV3-33	5	0	3	0.015998976065531807	0.9107086659228106
CD72	7	0	3	0.01616031027795734	0.9107086659228106
TCIRG1	10	0	3	0.016197217318064755	0.9107086659228106
XPOT	15	0	5	0.01629274809782166	0.9107086659228106
CCDC60	53	0	7	0.017003332653200028	0.9107086659228106
ECI1	4	0	2	0.017156189953335163	0.9107086659228106
LALBA	15	0	4	0.01734304543877905	0.9107086659228106
CCDC144A	30	0	6	0.01740886459385119	0.9107086659228106
WDR63	14	0	4	0.017585200295431366	0.9107086659228106
ZFAT	26	0	5	0.017644152727786012	0.9107086659228106
RADIL	34	0	6	0.017689096440953796	0.9107086659228106
MMP28	1	0	1	0.01780024564338988	0.9107086659228106
LY6G5C	3	0	2	0.017821182257230946	0.9107086659228106
PROX2	10	0	3	0.017887487702352205	0.9107086659228106
CEP120	9	0	4	0.018047935316199828	0.9107086659228106
DHRS11	3	0	2	0.018074357908435302	0.9107086659228106
AS3MT	6	0	4	0.01847609193703348	0.9107086659228106
PHLDB2	47	0	6	0.01864176127360513	0.9107086659228106
CD14	15	0	3	0.018925056775170326	0.9107086659228106
DNAJC6	20	0	5	0.01893580761219466	0.9107086659228106
COQ9	8	0	3	0.019079964129667438	0.9107086659228106
IGHV1-58	8	0	4	0.019190911184463037	0.9107086659228106
BRIP1	22	0	5	0.019255950088577372	0.9107086659228106
IRAK2	22	0	4	0.019321431331633047	0.9107086659228106
RTF1	7	0	3	0.019682714640003148	0.9107086659228106
MAP7D3	8	0	3	0.020189376350164545	0.9107086659228106
SLC10A6	11	0	3	0.020385697394707872	0.9107086659228106
PHKA1	61	0	12	0.02047250542521394	0.9107086659228106
PPL	34	0	4	0.020829427815617904	0.9107086659228106
SIGIRR	2	0	2	0.020832899314597614	0.9107086659228106
C9orf84	28	0	8	0.020952500680956273	0.9107086659228106
TAS2R9	12	0	3	0.020964360587002098	0.9107086659228106
GPC3	11	0	3	0.020983276328765975	0.9107086659228106
CHD9	30	0	6	0.02098635886673662	0.9107086659228106
BUB1	15	0	5	0.020995171110644553	0.9107086659228106
TMEM26	11	0	3	0.021211606991345663	0.9107086659228106
BRINP1	70	0	9	0.02130469981677958	0.9107086659228106
ATG9B	14	0	4	0.021328783192918845	0.9107086659228106
NANP	3	0	2	0.02136021872863978	0.9107086659228106
FAM3D	13	1	4	0.021404109589041095	0.9107086659228106
SULT1E1	18	0	4	0.021419697553870538	0.9107086659228106
MMP12	1	0	1	0.021469363218686935	0.9107086659228106
CYP4X1	40	0	7	0.021514629948364887	0.9107086659228106
TRMT10A	7	0	4	0.021526208158432893	0.9107086659228106
CABP7	5	0	2	0.02164033758926639	0.9107086659228106
SEMA6C	31	0	5	0.021696209672170272	0.9107086659228106
QKI	6	0	3	0.021728738429446785	0.9107086659228106
NBEA	88	1	13	0.021829294913774284	0.9107086659228106
TACR3	33	0	5	0.022244961516216577	0.9107086659228106
FIGNL1	7	0	3	0.0223074863924333	0.9107086659228106
SULT6B1	12	0	4	0.02234437145283103	0.9107086659228106
SLC11A1	20	0	4	0.022364360155655946	0.9107086659228106
KIAA0195	37	0	6	0.022383382576775003	0.9107086659228106
KDM4C	13	0	4	0.0224517287831163	0.9107086659228106
PIGK	6	0	3	0.02251035476319107	0.9107086659228106
OR6C65	14	0	2	0.02264851765451951	0.9107086659228106
PLA2R1	55	0	10	0.0228675966155957	0.9107086659228106
PGA5	3	0	2	0.022917382834880255	0.9107086659228106
BMX	15	0	4	0.023170675193475137	0.9107086659228106
UBA7	19	0	5	0.02320131783485302	0.9107086659228106
HMX1	1	0	1	0.023209395163162047	0.9107086659228106
NSUN3	1	0	1	0.023337767509160074	0.9107086659228106
ARL13B	8	0	3	0.023630606361359233	0.9107086659228106
SNAPC3	3	0	2	0.023655761360679393	0.9107086659228106
TRIO	49	0	9	0.023821434526787203	0.9107086659228106
PHIP	22	0	6	0.02403383964622188	0.9107086659228106
PRPF40A	6	0	3	0.024053494972819552	0.9107086659228106
TRIM59	3	0	2	0.024257713953037066	0.9107086659228106
RASSF2	9	0	3	0.02430251774083795	0.9107086659228106
SPAST	7	0	3	0.0244140625	0.9107086659228106
NUDT2	1	0	1	0.024596615505706416	0.9107086659228106
WISP3	7	0	3	0.024784990209928866	0.9107086659228106
