gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
TP53	150	0	30	0.0	0.0
BRCA1	4	0	4	0.0	0.0
NF1	7	0	5	7e-05	0.024640000000000002
ARHGAP35	5	0	4	8e-05	0.024640000000000002
DNAH5	10	0	4	0.00087	0.214368
HMGCS2	2	0	2	0.00143	0.27651555555555557
LANCL2	2	0	2	0.00193	0.27651555555555557
GABBR2	2	0	2	0.00194	0.27651555555555557
SUGP1	2	0	2	0.00202	0.27651555555555557
KIAA1549	3	0	2	0.00252	0.3053998258824369
CACNA1D	6	0	3	0.00318	0.3053998258824369
STIM1	4	0	2	0.00418	0.3053998258824369
RTKN	3	0	2	0.00497	0.3053998258824369
PRKCG	5	0	2	0.0071	0.3053998258824369
NSD1	1	0	1	0.00892	0.3053998258824369
TUBA1B	1	0	1	0.00914	0.3053998258824369
STX5	3	0	2	0.00948	0.3053998258824369
DLGAP2	2	0	1	0.00956	0.3053998258824369
TRIM5	3	0	2	0.010208977775055384	0.3053998258824369
CR1L	3	0	2	0.01028446839582862	0.3053998258824369
LRRC30	4	0	2	0.010296434344786401	0.3053998258824369
AGBL1	3	0	2	0.010574289672091277	0.3053998258824369
HIST1H2AM	1	0	1	0.010584810796507013	0.3053998258824369
CDK12	3	0	2	0.010918937805730259	0.3053998258824369
AAMP	2	0	2	0.01100340005061564	0.3053998258824369
RMND1	1	0	1	0.011439029970258523	0.3053998258824369
ERICH1	1	0	1	0.01212326940329268	0.3053998258824369
GNAS	6	0	2	0.012824952227052953	0.3053998258824369
TMEM63A	3	0	2	0.013293983143229375	0.3053998258824369
ARAP1	4	0	2	0.013386343252613684	0.3053998258824369
LENG1	1	0	1	0.014078756564220248	0.3053998258824369
ENPP2	3	0	2	0.015015240469076112	0.3053998258824369
MIOS	1	0	1	0.015054799470071059	0.3053998258824369
PKP4	4	0	2	0.015079317208516798	0.3053998258824369
SH3GL1	1	0	1	0.015772870662460567	0.3053998258824369
PHF20L1	2	0	2	0.016562049719273258	0.3053998258824369
LAMC2	3	0	2	0.016738362653365247	0.3053998258824369
WDR45	1	0	1	0.018052170773535516	0.3053998258824369
RANBP2	7	0	3	0.018186778212239702	0.3053998258824369
GGA3	1	0	1	0.018477116091720404	0.3053998258824369
SLC25A29	1	0	1	0.018846233580218995	0.3053998258824369
C5	4	0	2	0.019118996635056593	0.3053998258824369
CLEC7A	1	0	1	0.01919754271453254	0.3053998258824369
HECTD4	5	0	2	0.01943068104537064	0.3053998258824369
APBB2	1	0	1	0.019455631432518144	0.3053998258824369
TRMT13	3	0	2	0.019951716845234533	0.3053998258824369
EPG5	1	0	1	0.020522924106226654	0.3053998258824369
CBX8	1	0	1	0.021417403782313507	0.3053998258824369
NPAS3	5	0	2	0.02169479758753851	0.3053998258824369
RSU1	2	0	2	0.022110686094589514	0.3053998258824369
CNN1	1	0	1	0.022157718641288692	0.3053998258824369
ZNF687	1	0	1	0.022263285615691165	0.3053998258824369
ZNF706	1	0	1	0.0223234217340834	0.3053998258824369
KIF15	3	0	2	0.02246030141724502	0.3053998258824369
MICAL3	1	0	1	0.02293472776478143	0.3053998258824369
DDB1	4	0	2	0.022941041523285157	0.3053998258824369
PCDHB10	6	0	1	0.02384131222582491	0.3053998258824369
EFCAB6	7	0	3	0.02392001148160551	0.3053998258824369
TBCD	1	0	1	0.024047132379463747	0.3053998258824369
LRP1	10	0	3	0.024523027122467997	0.3053998258824369
EPHB1	6	0	2	0.024538070816872377	0.3053998258824369
ZBTB46	3	0	2	0.024607510212116736	0.3053998258824369
EIF1AD	1	0	1	0.024908461404339055	0.3053998258824369
HMGN5	2	0	1	0.02508969566199162	0.3053998258824369
COPS2	1	0	1	0.0255676007363469	0.3053998258824369
CDHR3	1	0	1	0.025841796521694188	0.3053998258824369
CST3	1	0	1	0.02587456013247775	0.3053998258824369
TTYH2	2	0	1	0.02598550009094925	0.3053998258824369
KIF3C	2	0	1	0.026197898928505933	0.3053998258824369
HRNR	7	0	2	0.02660848278431164	0.3053998258824369
ITGA8	3	0	2	0.027077522948200698	0.3053998258824369
HNRNPH3	1	0	1	0.027363524421945548	0.3053998258824369
CTSO	1	0	1	0.027741559630482426	0.3053998258824369
TAMM41	1	0	1	0.027923601027588518	0.3053998258824369
TTC17	3	0	1	0.02845840803665443	0.3053998258824369
RTN4	1	0	1	0.02900484380891609	0.3053998258824369
RAMP2	1	0	1	0.029077374894594516	0.3053998258824369
NAGA	1	0	1	0.029335836658061488	0.3053998258824369
C10orf71	4	0	1	0.029599810561212407	0.3053998258824369
STX16	3	0	2	0.029771651433505016	0.3053998258824369
CHD9	3	0	2	0.030460873008620427	0.3053998258824369
PLEKHA3	1	0	1	0.030507337014552	0.3053998258824369
EXOC5	1	0	1	0.030516646830846227	0.3053998258824369
CHCHD6	1	0	1	0.03052130387010133	0.3053998258824369
GNB2L1	1	0	1	0.030526894193784723	0.3053998258824369
HIST1H4K	1	0	1	0.03162855425878483	0.3053998258824369
CPAMD8	7	0	2	0.0321202582468763	0.3053998258824369
FAM13A	4	0	2	0.03220508196193359	0.3053998258824369
CLK4	1	0	1	0.032326889506691665	0.3053998258824369
OR8B2	1	0	1	0.03283209665769256	0.3053998258824369
ATP2B1	2	0	1	0.033232527998404836	0.3053998258824369
LARP4	3	0	2	0.03340236488743403	0.3053998258824369
TYK2	1	0	1	0.03369499292405149	0.3053998258824369
GSTM5	1	0	1	0.033847820200379096	0.3053998258824369
KANSL3	1	0	1	0.03399972800217598	0.3053998258824369
MAVS	1	0	1	0.03402054841124039	0.3053998258824369
MS4A4A	1	0	1	0.03429472890016804	0.3053998258824369
SYVN1	1	0	1	0.0351172917544599	0.3053998258824369
TWISTNB	1	0	1	0.03567097096382964	0.3053998258824369
WDR61	1	0	1	0.03632664922987504	0.3053998258824369
PRKAG1	1	0	1	0.036353060927730114	0.3053998258824369
AJAP1	1	0	1	0.03700277520814061	0.3053998258824369
PRKD2	2	0	1	0.03714434291657381	0.3053998258824369
