gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
PIK3CA	42	0	26	0.5626111926628716	0.9308809523809524	0.0	0.0	2.402585092994044e-09	0.0	0.0	2.83577118526087e-05
HIST1H2BI	2	0	0	1.0	0.94	1.0	0.0	0.0001251292546497022	1.0	0.0	0.24615009877173918
PFN1	3	0	0	1.0	0.71	1.0	0.0	0.0001251292546497022	1.0	0.0	0.24615009877173918
KLF5	5	0	4	0.3109175070825711	0.877	0.00152	2e-05	5.565882261474395e-07	1.0	0.033722857142857145	0.003284705416609114
KRAS	8	0	3	0.8018796874098555	0.93625	0.01277	1e-05	2.1547564308380373e-06	1.0	0.023606000000000002	0.008477530051060451
BLK	2	0	0	1.0	0.9855	1.0	1e-05	0.0001251292546497022	1.0	0.023606000000000002	0.24615009877173918
MAPK1	4	0	3	0.4056390622295664	0.8455000000000001	0.00685	0.00193	0.00016173618482561496	1.0	1.0	0.2727103127852476
TP53	11	0	0	1.0	0.6273636363636363	1.0	2e-05	0.00023639556568820564	1.0	0.033722857142857145	0.3487721077272364
ERBB2	12	0	3	0.8568636235841013	0.4544166666666667	0.00217	0.01105	0.0002790702465100631	1.0	1.0	0.36598512439536385
FBXW7	23	0	5	0.7821952376742992	0.5135652173913042	0.00025	0.45219	0.0011403895453835735	1.0	1.0	1.0
MUC12	3	0	0	1.0	0.5026666666666667	1.0	0.00051	0.00437636091444541	1.0	0.7524412500000001	1.0
DMWD	3	0	0	1.0	0.7036666666666666	1.0	0.00074	0.0060745566751068845	1.0	0.87986	1.0
TEX15	13	0	0	1.0	0.42153846153846153	1.0	0.00078	0.0063618489778588935	1.0	0.87986	1.0
RARG	4	0	0	1.0	0.8927499999999999	1.0	0.00082	0.0066470890985189	1.0	0.87986	1.0
DLGAP3	2	0	0	1.0	0.9185	1.0	0.00091	0.007281880022192578	1.0	0.8950608333333334	1.0
