gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
TP53	75	0	20	0.0	0.0
IPP	3	0	3	0.00027	0.07980000000000001
SESTD1	4	0	3	0.00032	0.07980000000000001
SLC35D1	2	0	2	0.0004	0.07980000000000001
KIF9	2	0	2	0.00062	0.09176999999999999
ZNF559	3	0	2	0.00069	0.09176999999999999
KMT2D	14	0	5	0.00101	0.11514
EVA1A	2	0	2	0.00126	0.12568500000000002
FANCM	8	0	4	0.00143	0.12679333333333334
ZNF750	3	0	2	0.00246	0.18722307692307694
TNFRSF8	4	0	3	0.00266	0.18722307692307694
GTF3C2	3	0	2	0.00297	0.18722307692307694
ZNF341	2	0	2	0.00305	0.18722307692307694
FURIN	2	0	2	0.00341	0.19437
CACNA1D	2	0	2	0.00401	0.20090823529411764
DENND2A	2	0	2	0.00425	0.20090823529411764
SEMA6A	3	0	2	0.00428	0.20090823529411764
SLC44A3	2	0	2	0.00474	0.20454
BCKDHA	2	0	2	0.00487	0.20454
MBLAC2	2	0	2	0.00564	0.2095617391304348
ADAMTS14	4	0	2	0.00595	0.2095617391304348
ANAPC1	2	0	2	0.00596	0.2095617391304348
ALPP	2	0	2	0.00604	0.2095617391304348
COL6A2	2	0	1	0.00779	0.24382493491890833
KBTBD3	1	0	1	0.00799	0.24382493491890833
TAS2R20	1	0	1	0.00819	0.24382493491890833
OTUD6B	6	0	3	0.00846	0.24382493491890833
NOBOX	2	0	2	0.00875	0.24382493491890833
SMAD4	7	0	3	0.00936	0.24382493491890833
CAPN14	3	0	2	0.00948	0.24382493491890833
SNRNP200	3	0	2	0.00977	0.24382493491890833
MROH6	4	0	2	0.0099	0.24382493491890833
NOP16	2	0	2	0.01024737154919763	0.24382493491890833
BCL11B	2	0	2	0.010388531061707874	0.24382493491890833
SRPK3	1	0	1	0.01112099644128114	0.25355871886121
ABCD2	1	0	1	0.01238681547360989	0.2624534663097563
