gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
NF2	3	0	3	0.00051	0.195585
PBRM1	6	0	4	0.00086	0.195585
RASSF3	2	0	2	0.00093	0.195585
CASC3	2	0	2	0.00102	0.195585
GANAB	2	0	2	0.00168	0.249008026044876
TSGA10	2	0	2	0.00296	0.249008026044876
PPAN	2	0	2	0.00322	0.249008026044876
SAT2	2	0	2	0.00373	0.249008026044876
SH2B2	2	0	2	0.00393	0.249008026044876
SRSF1	2	0	2	0.0042	0.249008026044876
LAMB3	2	0	2	0.00432	0.249008026044876
SETDB2	2	0	2	0.00447	0.249008026044876
SNTB1	2	0	2	0.0046	0.249008026044876
GPT	2	0	2	0.00508	0.249008026044876
THSD4	3	0	2	0.00669	0.249008026044876
IL4R	3	0	2	0.00676	0.249008026044876
MFSD11	2	0	2	0.00678	0.249008026044876
P4HA1	2	0	2	0.00703	0.249008026044876
DDX58	2	0	2	0.00745	0.249008026044876
DNAH5	5	0	3	0.00829	0.249008026044876
XKR7	2	0	2	0.00829	0.249008026044876
FAM35A	2	0	2	0.00869	0.249008026044876
PSG5	2	0	2	0.00874	0.249008026044876
RRM1	2	0	2	0.00879	0.249008026044876
AMDHD2	1	0	1	0.0089	0.249008026044876
DNAH17	3	0	2	0.00913	0.249008026044876
KERA	2	0	1	0.00931	0.249008026044876
OSCAR	2	0	2	0.00967	0.249008026044876
SYTL4	2	0	2	0.00994	0.249008026044876
ANKRD16	2	0	2	0.00997	0.249008026044876
DNMT3A	3	0	2	0.010064209657615588	0.249008026044876
DEPDC5	2	0	2	0.010705950367214098	0.250126857037011
IDO2	2	0	2	0.011119141602268305	0.250126857037011
SENP1	2	0	2	0.011403028644407955	0.250126857037011
KMT2B	4	0	2	0.01172841678101873	0.250126857037011
M1AP	2	0	2	0.011739982859625025	0.250126857037011
CPNE4	2	0	2	0.01214196384123168	0.25169962881688374
NSMAF	2	0	2	0.013228563113474614	0.25567689374241637
ASB11	2	0	2	0.01361952495096971	0.25567689374241637
NXPE4	1	0	1	0.013683634373289545	0.25567689374241637
ABT1	2	0	2	0.013943112102621304	0.25567689374241637
SYCN	2	0	2	0.014624372980008482	0.25567689374241637
YAP1	2	0	2	0.014927823971099733	0.25567689374241637
PRAMEF12	3	0	2	0.014946566026455423	0.25567689374241637
POU2F1	3	0	2	0.01500060002400096	0.25567689374241637
SLC45A4	1	0	1	0.015380829334317706	0.25645861085699306
ABCE1	2	0	2	0.015842337061563322	0.25821994548764854
B3GNT8	1	0	1	0.016159787983581655	0.25821994548764854
IRX1	3	0	2	0.017034033999931864	0.2606467573776286
SENP3	1	0	1	0.01743922430330299	0.2606467573776286
TNIP2	3	0	2	0.01762766838830228	0.2606467573776286
TBC1D29	2	0	2	0.017670966601873124	0.2606467573776286
RB1CC1	3	0	2	0.019987607683236392	0.27300347963757093
SRRM1	1	0	1	0.02023840845155937	0.27300347963757093
PLB1	2	0	2	0.0209183139838929	0.27300347963757093
TTLL12	2	0	2	0.021086369770580298	0.27300347963757093
TRPM7	1	0	1	0.021211606991345663	0.27300347963757093
GHDC	4	0	2	0.021632379345404202	0.27300347963757093
PARN	2	0	2	0.021950523519985953	0.27300347963757093
CTSC	1	0	1	0.022516436999009275	0.27300347963757093
KRT23	1	0	1	0.022673680391801197	0.27300347963757093
NAV3	4	0	2	0.022997493273233218	0.27300347963757093
DLK2	1	0	1	0.02316852787173903	0.27300347963757093
DNAH11	10	0	3	0.023471974462491784	0.27300347963757093
ADAMTSL3	4	0	2	0.024696236293588858	0.27300347963757093
AKNA	4	0	2	0.02487067250298448	0.27300347963757093
C15orf53	1	0	1	0.026142423925546377	0.27300347963757093
PPP1R12B	3	0	1	0.02624052061192894	0.27300347963757093
PPARGC1A	3	0	2	0.026243963888305688	0.27300347963757093
MAP3K6	5	0	2	0.02648094695866324	0.27300347963757093
LGR4	1	0	1	0.026599281819390877	0.27300347963757093
CRIM1	1	0	1	0.026920074299405065	0.27300347963757093
FBF1	5	0	2	0.02744990392533626	0.27300347963757093
SEC24A	5	0	2	0.02745819489826739	0.27300347963757093
ITGAX	7	0	2	0.027777006194272383	0.27300347963757093
TNXB	5	0	2	0.028278143822639483	0.27300347963757093
BUB1B	1	0	1	0.02857142857142857	0.27300347963757093
HYDIN	4	0	2	0.029233782559125326	0.27300347963757093
VARS2	4	0	2	0.03086324496157526	0.27300347963757093
IGLL1	1	0	1	0.030909990108803166	0.27300347963757093
HAPLN1	1	0	1	0.03094346628709348	0.27300347963757093
CIB2	2	0	2	0.030981813675372557	0.27300347963757093
COQ6	4	0	2	0.03109162702484221	0.27300347963757093
TNFSF8	4	0	2	0.03162755392497944	0.27300347963757093
APOBEC1	1	0	1	0.03215951117543013	0.27300347963757093
ZNF880	1	0	1	0.032245582355217337	0.27300347963757093
GTF2A2	1	0	1	0.03272786777941417	0.27300347963757093
FPGS	1	0	1	0.03378720816298949	0.27300347963757093
POTEC	1	0	1	0.03394663588838346	0.27300347963757093
NOL10	3	0	2	0.03442459292918861	0.27300347963757093
UNKL	1	0	1	0.03512592644631002	0.27300347963757093
HTR1A	2	0	1	0.03628842036506151	0.27300347963757093
POLL	1	0	1	0.036441820633358844	0.27300347963757093
FASTKD5	2	0	1	0.03691944177804032	0.27300347963757093
PIGK	3	0	2	0.037091988130563795	0.27300347963757093
OVOL1	2	0	2	0.038050302499904876	0.27300347963757093
MCM9	1	0	1	0.038680230534173986	0.27300347963757093
NAP1L4	1	0	1	0.039422849483560674	0.27300347963757093
ESRP2	1	0	1	0.03964006818091727	0.27300347963757093
RPL28	1	0	1	0.03985651654045436	0.27300347963757093
SLC2A13	1	0	1	0.03989467804994814	0.27300347963757093
SRGAP1	6	0	2	0.039916972696790676	0.27300347963757093
CAMKK1	1	0	1	0.040293335482311225	0.27300347963757093
USP24	4	0	2	0.04069175991861648	0.27300347963757093
TMEM223	1	0	1	0.0410391102720893	0.27300347963757093
C19orf57	2	0	1	0.04124561765312436	0.27300347963757093
STUB1	1	0	1	0.041774584342885786	0.27300347963757093
STAT5A	1	0	1	0.042268999915462	0.27300347963757093
TRIM22	4	0	2	0.04294610264118531	0.27300347963757093
BEST1	4	0	2	0.04322828859205464	0.27300347963757093
KATNAL1	2	0	1	0.04368147468658542	0.27300347963757093
NAAA	1	0	1	0.043834655678779644	0.27300347963757093
SLC16A1	1	0	1	0.044191082239604045	0.27300347963757093
FLVCR2	1	0	1	0.046153136105598375	0.27300347963757093
RBM23	1	0	1	0.04633920296570899	0.27300347963757093
VWCE	3	0	2	0.04692852785208128	0.27300347963757093
TBC1D32	3	0	2	0.047049967065023054	0.27300347963757093
KCNQ4	1	0	1	0.04718093890068412	0.27300347963757093
ITGA2B	1	0	1	0.047440580672707434	0.27300347963757093
GLT8D1	1	0	1	0.04776005349125991	0.27300347963757093
STEAP4	1	0	1	0.0487638367386746	0.27300347963757093
MED24	2	0	1	0.048878244293464976	0.27300347963757093
JAG1	5	0	3	0.049229557426278735	0.27300347963757093
C17orf80	1	0	1	0.04938759383642829	0.27300347963757093
TLR5	1	0	1	0.049458430189425785	0.27300347963757093
BRF1	2	0	2	0.04967216371945162	0.27300347963757093
LYAR	3	0	2	0.04999250112483127	0.27300347963757093
G2E3	1	0	1	0.050841425593573644	0.27300347963757093
SPATA31D1	8	0	2	0.0512321327936882	0.27300347963757093
GRM6	1	0	1	0.0513294322964788	0.27300347963757093
HSDL2	1	0	1	0.052656521510189035	0.27300347963757093
CLK4	2	0	1	0.0531632110579479	0.27300347963757093
KLF10	1	0	1	0.05382131324004306	0.27300347963757093
ALOXE3	1	0	1	0.0541213400443795	0.27300347963757093
FZD8	2	0	1	0.054412884971161174	0.27300347963757093
TGFB1	1	0	1	0.054890767372927876	0.27300347963757093
POP7	2	0	1	0.055254724278925846	0.27300347963757093
EBF3	1	0	1	0.055297500552975005	0.27300347963757093
SLC2A4RG	1	0	1	0.05536791982725209	0.27300347963757093
PPIB	1	0	1	0.05544466622310934	0.27300347963757093
ANKRD2	1	0	1	0.055503135927179884	0.27300347963757093
TMEM175	1	0	1	0.056449336720293536	0.27300347963757093
USP25	2	0	1	0.056535504296698326	0.27300347963757093
KIF1A	6	0	2	0.056853715390300756	0.27300347963757093
RPUSD4	5	0	3	0.05686018081537499	0.27300347963757093
ZNF99	2	0	1	0.05691843588138198	0.27300347963757093
ARHGEF10L	6	0	2	0.05795421616922631	0.27300347963757093
ZBTB22	2	0	1	0.0585171747908011	0.27300347963757093
LDLR	3	0	2	0.058713010803193987	0.27300347963757093
SLC36A3	1	0	1	0.05873025195278088	0.27300347963757093
MIER1	3	0	2	0.05922065616487031	0.27300347963757093
INS-IGF2	1	0	1	0.059308463317715436	0.27300347963757093
UNC80	7	0	3	0.05936832106388031	0.27300347963757093
UBE2O	3	0	1	0.05984082340973012	0.27300347963757093
WDTC1	2	0	1	0.05990176111177668	0.27300347963757093
SLITRK4	1	0	1	0.05994125756758377	0.27300347963757093
STAG2	5	0	2	0.060024009603841535	0.27300347963757093
KDM6A	4	0	2	0.060496067755595885	0.27300347963757093
POLB	3	0	2	0.06063913649869626	0.27300347963757093
TNNT2	1	0	1	0.06069065970747102	0.27300347963757093
SLC22A1	1	0	1	0.06122573930080206	0.27300347963757093
FH	1	0	1	0.062023196675556655	0.27300347963757093
ALDH1A3	1	0	1	0.062266500622665005	0.27300347963757093
SPHK2	1	0	1	0.06329113924050633	0.27300347963757093
OR2AG1	1	0	1	0.06352029473416756	0.27300347963757093
SVIL	6	0	2	0.06361727845282779	0.27300347963757093
ZNF76	1	0	1	0.06396724876863046	0.27300347963757093
M6PR	1	0	1	0.06397952655150352	0.27300347963757093
ARID2	5	0	2	0.06488450558006748	0.27300347963757093
PODXL2	1	0	1	0.06490556240669826	0.27300347963757093
MYH13	4	0	2	0.06549646319098769	0.27300347963757093
PEX1	3	0	1	0.06577216521967903	0.27300347963757093
GALNT7	1	0	1	0.06804109682248077	0.27300347963757093
EXPH5	6	0	1	0.06812453164384495	0.27300347963757093
PKD2L1	1	0	1	0.06975933031042902	0.27300347963757093
ATP6V0A2	1	0	1	0.06983240223463687	0.27300347963757093
NUTM2F	1	0	1	0.06997900629811056	0.27300347963757093
CCDC116	1	0	1	0.07013606396409033	0.27300347963757093
TNPO1	1	0	1	0.07042253521126761	0.27300347963757093
DNAJC25-GNG10	1	0	1	0.07068136839129205	0.27300347963757093
IFT140	5	0	2	0.07105300554213444	0.27300347963757093
ZSCAN9	1	0	1	0.07152052639107424	0.27300347963757093
HERC1	6	0	2	0.07153587524143358	0.27300347963757093
SLFN5	1	0	1	0.07168972686214066	0.27300347963757093
SMARCE1	1	0	1	0.07222302470027445	0.27300347963757093
TRIM54	1	0	1	0.07269026677327906	0.27300347963757093
EVI5	1	0	1	0.07275372862859221	0.27300347963757093
ANKDD1A	1	0	1	0.07301401869158879	0.27300347963757093
MAML2	2	0	1	0.07308338814587444	0.27300347963757093
AMOT	1	0	1	0.0731957253696384	0.27300347963757093
SLC17A7	1	0	1	0.07331915829606277	0.27300347963757093
FYCO1	2	0	1	0.07433838834374071	0.27300347963757093
SCLY	1	0	1	0.07500187504687617	0.27300347963757093
FOXJ3	1	0	1	0.07550588945937783	0.27300347963757093
DENND5A	1	0	1	0.0759589821496392	0.27300347963757093
CPXCR1	1	0	1	0.0760687661646128	0.27300347963757093
E2F5	1	0	1	0.07665184730952015	0.27300347963757093
ALPP	1	0	1	0.07676364473785215	0.27300347963757093
ZNF600	1	0	1	0.07745333436604446	0.27300347963757093
THBS4	1	0	1	0.07766990291262135	0.27300347963757093
SLC25A2	1	0	1	0.07830240388379923	0.27300347963757093
GIGYF2	5	0	2	0.0785299198994817	0.27300347963757093
PKD2L2	1	0	1	0.0787897888433659	0.27300347963757093
LRFN1	2	0	1	0.07945967421533572	0.27300347963757093
RFWD2	1	0	1	0.07951021706289259	0.27300347963757093
CDH24	2	0	1	0.08054123711340207	0.27300347963757093
KRTAP10-8	1	0	1	0.08105698305909054	0.27300347963757093
PLCB3	1	0	1	0.08111615833874107	0.27300347963757093
TIGD2	2	0	2	0.08115565654926149	0.27300347963757093
HTN3	2	0	2	0.08159934720522236	0.27300347963757093
MAPT	2	0	1	0.08200754469411185	0.27300347963757093
PHOSPHO2	1	0	1	0.08234519104084322	0.27300347963757093
LSS	1	0	1	0.0825695648583932	0.27300347963757093
SECTM1	2	0	2	0.08276775368316504	0.27300347963757093
FAM178A	1	0	1	0.08285690612312537	0.27300347963757093
KIF13B	1	0	1	0.08301510874979247	0.27300347963757093
CDH10	1	0	1	0.08313242996092776	0.27300347963757093
PDZRN4	1	0	1	0.0831739166597355	0.27300347963757093
ZMYM6	2	0	1	0.08328475056217206	0.27300347963757093
MED10	1	0	1	0.0835282325425994	0.27300347963757093
CHD6	1	0	1	0.08397715821296607	0.27300347963757093
FLCN	2	0	1	0.08404773911581778	0.27300347963757093
SCNN1G	1	0	1	0.08411843876177658	0.27300347963757093
UFM1	1	0	1	0.08488243782361429	0.27300347963757093
SLC36A4	1	0	1	0.0856898029134533	0.27300347963757093
RFC5	1	0	1	0.08703977717817042	0.27300347963757093
MAPK6	1	0	1	0.08703977717817042	0.27300347963757093
TMEM45A	1	0	1	0.08714596949891068	0.27300347963757093
SLC5A7	1	0	1	0.08731336767659129	0.27300347963757093
HSP90AA1	2	0	1	0.08821453775582216	0.27300347963757093
PRR23C	1	0	1	0.08824567596187786	0.27300347963757093
TMEM5	1	0	1	0.08844078889183692	0.27300347963757093
ASB6	1	0	1	0.08865248226950355	0.27300347963757093
SAMD9	1	0	1	0.0893016610108948	0.27300347963757093
ZNF654	1	0	1	0.0893734918223255	0.27300347963757093
GFRA2	1	0	1	0.08954956568460642	0.27300347963757093
PHF2	2	0	2	0.08968609865470852	0.27300347963757093
ARNT	1	0	1	0.09094216078574027	0.27300347963757093
CLINT1	2	0	1	0.09098353198071149	0.27300347963757093
BCAR1	2	0	1	0.09124087591240876	0.27300347963757093
NR1D1	2	0	2	0.09179364787956673	0.27300347963757093
NCOR1	4	0	2	0.09254974548819991	0.27300347963757093
AMPD3	1	0	1	0.09274717121127805	0.27300347963757093
ADAM32	1	0	1	0.09277298450691158	0.27300347963757093
VPS13D	2	0	1	0.09292816652727441	0.27300347963757093
PTPN21	2	0	1	0.09296272194849865	0.27300347963757093
SLC16A6	1	0	1	0.09358914365933552	0.27300347963757093
CNNM4	2	0	1	0.09398496240601503	0.27300347963757093
ATAD3B	1	0	1	0.09412650602409639	0.27300347963757093
HNF1A	3	0	1	0.09438414346389806	0.27300347963757093
VWA3A	2	0	2	0.09458948164964057	0.27300347963757093
SEMA4D	1	0	1	0.094948727687049	0.27300347963757093
FMNL3	7	0	2	0.09537434430138293	0.27300347963757093
CGNL1	2	0	1	0.09541074324968991	0.27300347963757093
ZNF649	1	0	1	0.09564801530368244	0.27300347963757093
KIF5C	3	0	1	0.09617234083477592	0.27300347963757093
KCTD18	1	0	1	0.09667440061871617	0.27300347963757093
PARP15	1	0	1	0.0968710646130001	0.27300347963757093
RNLS	1	0	1	0.09688983625617673	0.27300347963757093
CCDC141	3	0	2	0.09786651008025053	0.27300347963757093
