gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
ARID1A	368	0	158	0.0	0.0
ATM	398	0	75	0.0	0.0
BMPR2	146	0	27	0.0	0.0
CASP8	128	0	41	0.0	0.0
KANSL1	185	0	34	0.0	0.0
NF1	419	0	163	0.0	0.0
TP53	1971	0	398	0.0	0.0
BAP1	116	0	23	0.0	0.0
PBRM1	234	1	74	0.0	0.0
STK11	84	0	28	0.0	0.0
VHL	94	0	34	0.0	0.0
SSPO	17	0	17	0.0	0.0
KMT2C	728	0	131	0.0	0.0
KMT2D	753	0	133	0.0	0.0
SETD2	314	0	61	0.0	0.0
ATF7IP	138	1	28	0.0	0.0
HLA-B	68	0	25	0.0	0.0
CDKN1B	23	1	10	0.0	0.0
ARID2	269	0	56	0.0	0.0
APC	549	0	263	0.0	0.0
MAP3K1	162	0	37	0.0	0.0
PIK3R1	139	0	47	0.0	0.0
RASA1	176	0	54	0.0	0.0
ARHGAP35	239	0	56	0.0	0.0
CDH1	145	0	32	0.0	0.0
CREBBP	387	0	50	0.0	0.0
CTCF	142	0	35	0.0	0.0
CDKN2A	192	6	78	0.0	0.0
DGKK	7	0	7	0.0	0.0
KDM6A	195	0	49	0.0	0.0
RBM10	115	0	24	0.0	0.0
AJUBA	41	0	13	0.0	0.0
STAG2	200	0	44	0.0	0.0
BRD7	80	0	21	0.0	0.0
FBXW7	247	0	63	0.0	0.0
B2M	49	0	28	0.0	0.0
MGA	338	0	58	0.0	0.0
EP300	311	0	56	0.0	0.0
NF2	93	0	31	0.0	0.0
RB1	209	0	112	0.0	0.0
SMAD2	81	0	25	0.0	0.0
PTEN	430	0	146	0.0	0.0
FAT1	651	0	112	0.0	0.0
SCAF4	152	0	28	1e-05	0.003349795918367347
ATRX	405	0	76	1e-05	0.003349795918367347
CTNND1	149	0	25	1e-05	0.003349795918367347
HLA-A	58	0	14	1e-05	0.003349795918367347
AXIN1	106	0	16	1e-05	0.003349795918367347
GPS2	26	0	10	1e-05	0.003349795918367347
CUX1	229	26	32	2e-05	0.006313076923076923
ZNRF3	87	0	13	2e-05	0.006313076923076923
SOX9	77	0	15	2e-05	0.006313076923076923
PPM1D	55	0	14	3e-05	0.009290943396226416
UHRF1	3	0	3	4e-05	0.01215851851851852
NAA15	101	0	27	5e-05	0.014921818181818182
C5orf47	10	0	5	6e-05	0.01758642857142857
C7orf60	70	0	17	7e-05	0.019809999999999998
VPS13C	408	0	66	7e-05	0.019809999999999998
RNF169	40	0	8	8e-05	0.02225627118644068
UPK2	14	0	6	9e-05	0.024217377049180328
SMAD4	140	0	24	9e-05	0.024217377049180328
SHOC2	64	0	17	0.0001	0.0264741935483871
ZNF236	232	0	30	0.00012	0.03077625
C7orf61	22	0	8	0.00012	0.03077625
LONRF1	62	0	13	0.00013	0.032827999999999996
YLPM1	220	0	36	0.00014	0.03429791044776119
SESTD1	104	0	22	0.00014	0.03429791044776119
CDKN1A	37	1	9	0.00016	0.038621176470588235
SLC22A8	97	0	14	0.0002	0.0475768115942029
ELL2	56	0	14	0.00022	0.05086028169014084
HIF1A	74	0	16	0.00022	0.05086028169014084
ARID1B	262	0	30	0.00027	0.060709315068493155
TAF3	101	0	20	0.00027	0.060709315068493155
USP28	160	0	33	0.00028	0.06210702702702702
SLCO4C1	143	0	23	0.00029	0.06263236842105263
MTM1	106	0	23	0.00029	0.06263236842105263
MAP2K4	74	0	16	0.0003	0.06395064935064934
DUSP16	68	0	13	0.00035	0.0736525641025641
SMIM1	9	0	5	0.00037	0.07687569620253164
TSC1	140	0	22	0.00039	0.07903037037037036
FOLH1B	4	0	4	0.00039	0.07903037037037036
POTEA	4	0	4	0.0004	0.07910361445783133
TGFBR2	94	0	14	0.0004	0.07910361445783133
GTF2A1L	2	0	2	0.00042	0.08207
GIPC2	46	0	12	0.00045	0.08689764705882352
AMER1	231	1	38	0.00046	0.08766568181818182
ST8SIA4	92	0	17	0.00047	0.08766568181818182
UBE2Q2	41	0	11	0.00047	0.08766568181818182
AAMP	30	0	8	0.00049	0.08838307692307691
NOTCH1	333	0	29	0.00049	0.08838307692307691
LARP1B	80	2	19	0.00049	0.08838307692307691
SIAH1	29	0	6	0.00051	0.09099065217391306
RDH16	53	0	10	0.00053	0.09354215053763441
CPEB2	55	0	9	0.00055	0.09502842105263158
DDA1	10	0	5	0.00055	0.09502842105263158
ABCA6	272	0	39	0.00057	0.09745812499999999
NSD1	315	0	37	0.0006	0.10152989690721648
ESRP1	114	0	23	0.00061	0.10216877551020408
SRSF1	27	0	7	0.00062	0.10279474747474747
NDUFAF6	39	1	9	0.00063	0.10340819999999999
ZBTB18	77	0	12	0.00064	0.10400950495049506
