gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
AMER1	28	0	17	0.0	0.0
SMAD2	19	0	11	0.0	0.0
APC	169	0	132	0.0	0.0
SOX9	18	0	7	0.0	0.0
HLA-B	9	0	7	0.0	0.0
YIPF1	2	0	2	0.0	0.0
TAP2	8	0	5	3e-05	0.02171142857142857
BMPR2	23	0	8	4e-05	0.025330000000000002
KDM2B	9	0	4	5e-05	0.025330000000000002
YTHDC2	21	0	9	5e-05	0.025330000000000002
HABP4	3	0	3	0.00014	0.06447636363636364
SMIM1	4	0	4	0.00016	0.06624769230769231
ZNF331	7	0	3	0.00017	0.06624769230769231
LHX1	7	0	3	0.00022	0.07960857142857143
MICALL1	7	0	4	0.00032	0.10807466666666668
KATNBL1	5	0	4	0.00035	0.11081875
ABHD3	4	0	4	0.00041	0.11820666666666668
GTF2A1L	2	0	2	0.00042	0.11820666666666668
DDO	2	0	2	0.0005	0.13331578947368422
ELMSAN1	8	0	4	0.00059	0.14944700000000002
ARID1A	20	0	6	0.00064	0.15198
GABRR2	10	0	4	0.00066	0.15198
ZIK1	11	0	4	0.00082	0.17308833333333334
MCM4	9	0	4	0.00082	0.17308833333333334
ZDHHC12	2	0	2	0.00114	0.23100959999999998
PKD1L3	2	0	2	0.00134	0.258366
DUSP16	9	0	4	0.00141	0.258366
CASP8	8	0	4	0.00149	0.258366
ZNF556	8	0	4	0.0015	0.258366
COL6A5	35	0	10	0.00153	0.258366
SPG11	24	0	7	0.00186	0.30396
RBM17	4	0	3	0.00208	0.316625
NEUROD1	8	0	2	0.00215	0.316625
SLC22A17	6	0	3	0.00217	0.316625
TRIM71	17	0	4	0.00221	0.316625
SEMA3G	13	0	4	0.00225	0.316625
TP53	105	0	16	0.00252	0.33903230769230763
GPR21	3	0	2	0.00259	0.33903230769230763
NADSYN1	11	0	4	0.00261	0.33903230769230763
COL23A1	5	0	3	0.00268	0.339422
ELL2	4	0	3	0.00287	0.35462000000000005
GABRA3	8	0	3	0.00304	0.3580740909090909
ACOT9	6	0	3	0.00309	0.3580740909090909
TRIM24	10	0	4	0.00311	0.3580740909090909
STXBP5L	17	0	5	0.00347	0.39064488888888893
