gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
KIT	12	0	8	0.6196025301680662	0.851	0.0	0.0	2.402585092994044e-09	0.0	0.0	2.7077133998042874e-06
KRAS	8	0	7	0.4685463540765221	0.9141249999999999	7e-05	5e-05	7.164676003957866e-08	0.039444999999999994	0.028175000000000002	4.037294928230257e-05
TAF5	1	0	0	1.0	0.9890000000000001	1.0	0.00147	0.011058064530941492	1.0	0.55223	1.0
ZC3H7A	1	0	0	1.0	0.995	1.0	0.00243	0.01705826957256012	1.0	0.6846525	1.0
DNAH6	2	0	0	1.0	0.907	1.0	0.00312	0.021122157504741525	1.0	0.703248	1.0
HOOK3	1	0	0	1.0	0.9490000000000001	1.0	0.00387	0.025365917987409534	1.0	0.7050011111111111	1.0
GPBP1L1	1	0	0	1.0	0.973	1.0	0.00438	0.028166494709120773	1.0	0.7050011111111111	1.0
TREX1	2	0	0	1.0	0.893	1.0	0.00542	0.03369971429233574	1.0	0.7050011111111111	1.0
CD180	1	0	0	1.0	0.9520000000000001	1.0	0.00563	0.03479140606135593	1.0	0.7050011111111111	1.0
PLEC	2	0	0	1.0	0.7195	1.0	0.00723	0.04287040243552689	1.0	0.7900655046324337	1.0
NR0B1	1	0	0	1.0	0.971	1.0	0.00973	0.054804627654490484	1.0	0.7900655046324337	1.0
LPHN1	1	0	0	1.0	0.9	1.0	0.011980065171554533	0.06498599825426533	1.0	0.7900655046324337	1.0
PUS1	1	0	0	1.0	0.9790000000000001	1.0	0.013126804935678657	0.0700065497643799	1.0	0.7900655046324337	1.0
MAP3K6	1	0	0	1.0	0.934	1.0	0.013516253294586741	0.07168834723193211	1.0	0.7900655046324337	1.0
RSF1	1	0	0	1.0	0.872	1.0	0.014299809812529493	0.0750383812848069	1.0	0.7900655046324337	1.0
TCHHL1	1	0	0	1.0	0.695	1.0	0.014968043227708842	0.07786133308395843	1.0	0.7900655046324337	1.0
PCDHB4	1	0	0	1.0	0.961	1.0	0.015100949849745549	0.07841919682854338	1.0	0.7900655046324337	1.0
FRS2	1	0	0	1.0	0.991	1.0	0.016353229762878167	0.08361945808885009	1.0	0.7900655046324337	1.0
TAB3	1	0	0	1.0	0.938	1.0	0.017470300489168415	0.08817702576324689	1.0	0.7900655046324337	1.0
MTFR1	1	0	0	1.0	0.9540000000000001	1.0	0.017894529642288354	0.08988887889731591	1.0	0.7900655046324337	1.0
LCT	1	0	0	1.0	0.9740000000000001	1.0	0.018239188720885695	0.09127223399687646	1.0	0.7900655046324337	1.0
APOB	2	0	0	1.0	0.6315	1.0	0.021331513044220228	0.10340599871975145	1.0	0.7900655046324337	1.0
SLC38A1	1	0	0	1.0	0.981	1.0	0.02159407458593362	0.10441461328578079	1.0	0.7900655046324337	1.0
QSER1	1	0	0	1.0	0.9279999999999999	1.0	0.022158209616662972	0.10657095532547994	1.0	0.7900655046324337	1.0
TXNRD1	1	0	0	1.0	0.992	1.0	0.02259325365445878	0.1082240330795009	1.0	0.7900655046324337	1.0
ABCC9	1	0	0	1.0	0.986	1.0	0.022600913076888305	0.1082530617883604	1.0	0.7900655046324337	1.0
KCNH3	1	0	0	1.0	0.9259999999999999	1.0	0.023165307635285397	0.11038499536752557	1.0	0.7900655046324337	1.0
CFHR4	1	0	0	1.0	0.51	1.0	0.023177656738903697	0.1104314876801546	1.0	0.7900655046324337	1.0
