gene,score
COL4A3,-5.083408017
COL4A4,-11.23448884
COL4A5,2.18970341
COL4A6,-0.082780623
COL5A1,3.89405257
COL5A3,109.70583870000002
COL6A1,-5.293125037
COL6A3,1734.639277
COL7A1,-0.14259945599999999
COLEC12,3.59502982
COMMD10,-2.055732785
COMMD8,-3.1190748360000002
COMP,-12.8783764
COMT,10.4909659
COMTD1,-4.685493757
COPA,40.60299325
COPG1,-6.608528968
COPS2,-5.50429254
COPS3,3.368660515
COPS4,56.99595982
COPS5,-5.99331677
COPS7A,-4.816100709
COPS8,-3.8747360239999997
COQ10A,-2.25747021
COQ3,-6.459877457999999
COQ5,-5.585885297000001
COQ7,-3.999404953
CORO1B,-6.784174638
CORO2A,-7.464553791
COX14,-0.507433534
COX17,-1.2171914129999999
COX19,-0.40442499
COX5B,-0.9032349209999999
COX6A2,-1.66072314
COX7A1,6.999895365
COX7A2,-2.131810342
CPA4,-0.9751463359999999
CPA6,-0.04607824
CPB1,13.92607647
CPE,-5.870307293
CPEB2,17.6788928
CPEB3,-10.59467369
CPEB4,51.58080695
CPLX1,-2.525768508
CPLX2,-2.429132336
CPNE1,-7.819930485
CPNE3,-1.430615032
CPNE5,-8.743823076
CPNE8,14.20207145
CPNE9,-9.570452181
CPPED1,-4.936190441
CPSF1,-14.21509439
CPSF3,-1.1084088
CPSF4,-4.282887495
CPSF6,-7.55711304
CPT1A,-13.06447539
CPT1C,-7.213136184
CPT2,-1.480142906
CPXCR1,-2.61241391
CPXM1,-8.285327647999999
CR2,-8.223410107000001
CRADD,15.36328688
CREB1,1.222216553
CREB3L1,-0.986374275
CREB3L2,-4.822363443
CREBBP,72.72373807
CREBL2,-2.124972212
CREG2,-3.873964462
CRELD1,-6.913768117999999
CRH,-2.758145597
CRHR1,0.660569022
CRISP1,-2.2804601069999997
CRISPLD2,9.910261644
CRLF3,-2.475748587
CRMP1,7.872206229
CRNKL1,-10.51434863
CROCC,-17.94378736
CRP,-2.654418111
CRTAP,2.482707414
CRTC1,-8.804206587000001
CRTC3,-8.702416129
CRY1,-9.39179906
CRYAB,-2.860397317
CRYGB,-2.547263795
CRYGC,-2.913824685
CRYGD,1.0289912829999999
CRYGN,-3.3368052689999996
CRYL1,-3.835799192
CRYM,6.234819129
CRYZ,-4.872990936
CRYZL1,2.0145474269999997
CSAG1,-1.508155655
CSF1R,-16.21807828
CSF2,-2.020222317
CSF3R,-6.4797949489999995
CSGALNACT2,-4.118954714
CSH1,-3.5549203030000003
CSMD2,-2.28984022
CSMD3,116.64648970000002
CSNK1E,-7.113993263999999
CSNK1G3,-7.3178921
CSNK2B,4.032700561
CSRNP2,-3.110758221
CSRP2,-3.420793955
CSRP3,-3.3275257139999996
CST2,-2.578161942
CST4,-0.708721459
CST5,0.469306014
CST7,-2.68578808
CST8,-1.60911663
CST9L,13.11696486
CSTA,-1.507583612
CSTL1,16.56345451
CT47B1,2.22764149
CTBP1,-7.098784445
CTBP2,-12.16046646
CTCF,13.57766027
CTDP1,-13.18906277
CTDSP2,-1.6681708819999999
CTDSPL,-5.151955175
CTH,2.9951938389999997
CTIF,-8.205537519
CTNNA1,-14.09110678
CTNNA2,49.98669947
CTNNB1,149.84234530000003
CTNND1,-4.870998242
CTNND2,10.45075357
CTNS,6.105667717
CTR9,-7.132444563
CTRB1,-5.052985356000001
CTSB,-6.076823726000001
CTSC,-6.7459201
CTSF,-8.914300074
CTSH,-6.7945291139999995
CTSS,-3.6019470510000002
CTSZ,-2.137453944
CTTNBP2NL,-7.921307237000001
CTU1,-4.9208002639999995
CTU2,-10.73691613
CUBN,29.8438578
CUEDC2,-4.977541765
CUL2,-12.23994712
CUL3,0.7878776559999999
CUL7,1.123086642
CUL9,-24.67010574
CUTC,-5.061344111
CUX1,-4.74931875
CUZD1,10.11096918
CWC22,-6.614806276
CWF19L1,-8.34276961
CWF19L2,-15.00114633
CXCL12,-2.141771028
CXCL3,11.90546784
CXCL6,1.949792456
CXCR1,-4.173069717
CXCR2,-2.249609808
CXCR3,26.34450248
CXCR4,43.68490861
CXXC4,-6.0339117270000004
CYB5A,11.79225797
CYB5D2,-2.550947221
CYB5R1,-4.437731611
CYB5R2,8.65943092
CYB5R3,-5.537177904
CYBA,51.52084404
CYBB,-3.0551855389999996
CYBRD1,-3.9889976560000004
CYC1,61.62972439
CYGB,-2.169033882
CYLC2,56.18890228
CYLD,-2.179613128
CYP11B1,47.85846891
CYP1B1,-8.791480555
CYP20A1,-8.038477024
CYP26A1,-8.038740744
CYP26C1,12.74654732
CYP27A1,-8.427472685
CYP27B1,-6.902329415
CYP2C19,-5.4019111660000005
CYP2C8,13.40945837
CYP2D6,-12.08071633
CYP2E1,-2.219034157
CYP2J2,-8.176371967
CYP2W1,-5.093504771
CYP4A11,-5.571200755
CYP4F12,-3.7631262760000004
CYP4F2,7.241478671
CYP4F3,-9.399614765
CYP51A1,32.98323807
CYP7A1,0.752877825
CYP8B1,1.13067784
CYSLTR2,-4.609631136
CYTH2,-0.047119712
CYTL1,4.664215915
D2HGDH,-9.324011946
DAAM1,2.053170429
DAB2IP,-20.60951979
DACH2,-1.4306155040000001
DAGLB,-6.338203334
DAND5,-3.245036699
DAO,-0.775967062
DAPK2,-10.14802137
DAW1,8.252725285
DAXX,180.7708872
DAZAP1,1.85646451
DAZL,1.446450408
DBF4,3.711268754
DBF4B,-3.841889333
DBN1,-10.87378376
DBNDD2,-4.626018516999999
DBR1,-9.416093895
DCAF11,-8.712246956
DCAF12L2,3.140907508
DCAF4,-8.593080433999999
DCAF8L1,9.866994432
DCAF8L2,8.992600989
DCBLD2,15.86627252
DCC,50.58643764
DCHS1,32.68946702
DCLK1,-2.120525668
DCLK3,17.44156394
DCLRE1A,-9.149261972
DCP1B,-11.47390015
DCP2,0.453628236
DCPS,-5.386531842
DCSTAMP,15.01146255
DCT,-2.6991608439999997
DCTD,-3.788542175
DCTN1,-15.23631236
DCTN3,-4.279530325
DCTPP1,0.831664237
DCUN1D1,2.898238838
DCUN1D3,-1.496179138
DCUN1D4,22.69707538
DCXR,-3.246110915
DDAH1,-5.249727626
DDC,-8.688509977
DDHD1,-14.97397599
DDI2,4.1470382269999995
DDIT4,4.056731786
DDR2,62.60074446
DDX10,-1.06562886
DDX11,0.905144385
DDX19A,-2.295667719
DDX24,-6.865844736000001
DDX25,-5.700656069
DDX31,-13.57855581
DDX3X,69.52209003
DDX3Y,-11.79994588
DDX43,4.993142277
DDX46,-15.90277559
DDX47,16.94167837
DDX5,8.079966192
DDX51,-11.67160229
DDX52,0.20341690199999998
DDX55,6.220718382
DDX56,30.555411199999998
DDX58,9.625567818
DDX59,-9.749285201000001
DDX6,-2.806741217
DEAF1,11.9333806
DEDD,11.24957997
DEF6,-7.199943831000001
DEF8,2.3831259
DEFB112,-1.496564199
DEFB114,-1.187040735
DEFB116,-1.230121185
DEFB125,-2.6615886630000003
DEFB127,-1.674861103
DEFB132,-1.2735771359999999
DEFB134,-1.272771736
DEK,6.87491414
DENND1A,-18.72515494
DENND1B,-8.57545074
DENND4A,-22.20530431
DENND5A,-10.71650869
DENND5B,-12.34950347
DENND6B,-5.809362361
DEPDC4,-9.28473986
DEPDC5,76.97413532
DEPTOR,-3.318081063
DERA,-5.395713794
DERL2,3.0378768239999996
DES,-7.050447536
DEXI,-1.68260507
DFFA,-5.866674972
DFFB,-6.673919519
DGCR2,9.709818645
DGCR6,-1.1431917999999999
DGCR8,-6.788303257000001
DGKB,19.51711999
DGKZ,38.58516203
DHDDS,-4.201390553
DHDH,2.409089905
DHFR,3.558670465
DHH,-2.786446422
DHRS11,-4.4739554539999995
DHRS12,-6.545194169
DHRS2,-4.368873876
DHRS3,5.026010555
DHRS7,-1.364139975
DHX15,-5.645360225
DHX36,10.58902295
DHX37,-6.141417474
DHX40,-13.44267583
DHX57,-19.84088749
DHX58,-4.894514566000001
DIABLO,-1.626512005
DICER1,-10.13562291
DIMT1,-5.548769535
DIO1,-3.717847525
DIO2,0.9421036779999999
DIO3,-4.499298994
DIP2B,1.64436887
DIP2C,-25.78132281
DIRC2,-1.263488671
DIS3L2,-1.26789743
DISP2,-13.36575298
DKC1,-1.415175204
DKK3,-6.729540796
DLAT,-6.094385153999999
DLG5,4.351387416000001
DLGAP3,-13.31877238
DLGAP4,15.28156263
DLGAP5,-8.415492713999999
DLK2,-0.852307895
DLL1,-10.94387177
DLST,-3.241717364
DLX1,-3.30768452
DLX2,8.398460943
DLX4,51.61032775
DMAP1,-7.211626707000001
DMD,64.82169383
DMGDH,6.854580736
DMP1,4.94187889
DMRT1,-3.350480371
DMRT2,1.2275441040000001
DMRTA1,30.99824413
DMRTA2,-7.180271273
DMTF1,5.307097615
DMXL1,-24.83880751
DMXL2,-18.57436663
DNAAF1,-10.2143121
DNAAF2,-5.600829417000001
DNAAF3,-0.605561274
DNAH1,-63.15346955
DNAH10,-27.42701719
DNAH7,12.84442461
DNAH9,-45.92521370000001
DNAI2,-8.188676782
DNAJA1,2.999046245
DNAJA2,0.91350179
DNAJA3,-2.134958631
DNAJA4,-4.00326449
DNAJB1,-2.708309588
DNAJB13,-5.831720223
DNAJB14,-0.459454674
DNAJB2,-5.495273342000001
DNAJB4,-5.477965266
DNAJB7,-5.545722836
DNAJB9,-2.9326067360000003
DNAJC1,17.89519721
DNAJC11,14.63725245
DNAJC12,-3.849910191
DNAJC13,-19.37125352
DNAJC16,-9.837232777
DNAJC19,9.905828285
DNAJC2,-3.7514234369999997
DNAJC22,-5.602638466
DNAJC24,-2.207490312
DNAJC3,22.61935581
DNAJC4,-3.7105666060000004
DNAJC6,-14.38475818
DNAJC7,-9.300596495
DNAL1,-3.41177174
DNASE2B,1.268289963
DNHD1,12.64689314
DNM2,48.37470193
DNMT3A,49.83901402
DNMT3B,12.14687138
DNTT,-9.001574084
DOCK10,23.83805147
DOCK4,7.809159704
DOCK6,-23.20279819
DOCK8,10.08637052
DOHH,7.426439384
DOK2,-4.514935622
DOK5,-5.030713925
DOLK,-8.490657385
DOLPP1,-2.9887738639999997
DONSON,0.8082161809999999
DOT1L,-12.08593872
DPCD,-3.216645923
DPEP2,-8.606938774
DPF1,-8.163949508
DPF2,-6.95710659
DPF3,-7.118284803
DPH3,-1.511611586
DPM2,-1.011592818
DPP4,0.780394308
DPPA4,34.69636286
DPPA5,-1.245724829
DPY19L2,-11.526990699999999
DPYS,2.082284634
DPYSL3,-5.7059403820000005
DQX1,-11.40460406
DRAP1,-3.229531635
DRAXIN,-4.081610244
DRD1,-5.745537793
DRD5,-2.464749806
DRG1,-6.163223052999999
DRG2,-4.046058563
DRGX,-3.149938026
DROSHA,-2.937900623
DSC1,-14.37642916
DSC2,-10.01473788
DSC3,-3.5669797180000002
DSCAM,38.43224612
DSCAML1,-17.94978283
DSG1,-2.850124917
DTD1,-0.633596658
DTL,26.02028986
DTNBP1,-6.751063899
DTWD2,-5.220252051
DTX2,-11.23787229
DUOX1,-15.10981891
DUSP11,1.134760174
DUSP13,-8.799099487000001
DUSP14,-3.41513397
DUSP16,-10.75975068
DUSP18,-3.476254276
DUSP19,-3.52596757
DUSP2,5.973289393
DUSP21,-3.044749372
DUSP26,-2.153980509
DUSP4,-4.299294478999999
DUSP6,-3.859140755
DUSP9,-5.960990756
DUT,-4.8526661639999995
DVL1,-1.172483695
DVL3,-11.78965099
DYNC1I2,14.89408445
DYNC1LI1,-9.151734171000001
DYNC2H1,-25.874764499999998
DYRK1B,47.34582918
DYRK2,-3.507482445
DYRK3,-3.182273286
DZIP3,-11.04736877
E2F1,0.009937587
E2F2,-5.874958321
E2F7,-12.69749856
E2F8,8.199692585
E4F1,-13.03375246
EAF1,-2.8011582269999997
EAPP,3.453704703
EARS2,-8.078707816
EBAG9,-1.241210517
EBF1,24.82103273
EBF2,-8.367890833999999
EBLN2,-4.390426075
EBP,-3.9540181000000003
EBPL,-3.894085666
ECE2,-9.03663012
ECEL1,-11.810597900000001
ECHDC3,1.4623886019999999
ECHS1,-5.072651115
ECI2,-6.10049634
ECM1,-7.832176337999999
ECM2,-11.18977695
ECT2L,-7.679344315
EDAR,-8.037317712
EDARADD,46.13078128
EDF1,-2.2034370830000003
EDN2,74.41625966
EDNRA,-0.726716354
EEA1,-1.51334305
EED,-2.460266534
EEF1A1,12.63059045
EEFSEC,-2.778041623
EFCAB14,-8.630447874
EFCAB2,-1.933277881
EFCAB3,-0.046430159000000006
EFCAB6,27.99937025
EFCC1,-8.902091276
EFEMP2,1.1985579179999999
EFHB,-14.20824395
EFR3A,-3.022183652
EGFL6,24.59928154
EGFR,-10.67260327
EGR3,4.98233015
EHD1,-7.9459295889999995
EHHADH,-0.5810926270000001
EID3,-4.48000717
EIF1AD,-2.00274024
EIF1AX,1.01807662
EIF2A,-8.54541488
EIF2B1,-4.397528391
EIF2B3,1.2820221840000001
EIF2S1,-5.880131535
EIF2S2,-5.649649531000001
EIF2S3,0.605369576
EIF3E,22.8854566
EIF3K,-4.091641597
EIF3M,-4.880828155
EIF4A1,-4.109533948999999
EIF4A2,-2.2582828619999997
EIF4A3,4.515206683
EIF4E2,17.67356563
EIF4ENIF1,-6.884518032000001
EIF4G3,-13.39240809
EIF5A2,-1.760650592
ELAC1,1.59938569
ELAC2,3.7869575230000003
ELANE,-3.981519055
ELAVL2,-2.6398046969999998
ELAVL3,8.797266868
ELAVL4,9.181465281
ELF2,4.730449939
ELF3,-1.01358945
ELF4,26.095627899999997
ELF5,-4.369269031
ELFN2,9.301334635
ELK3,-7.103856685
ELK4,-6.995247955
ELL,1.9915564140000002
ELL2,7.689403004
ELMOD2,-5.299807138
ELMOD3,44.79734403
ELN,-3.27748413
ELOVL1,-4.298415276
ELOVL5,-7.443343946000001
ELP2,-8.527155737000001
ELP6,-4.8830565539999995
EMC10,-3.987575507
EMC2,-5.002063199
EMC9,-3.736491177
EME1,7.398378325
EME2,-5.473628996
EMID1,-7.889142821
EMILIN1,5.1338473339999995
EML4,10.9131233
EML5,-3.9814496810000004
EMP1,0.385811335
EMX2,-3.827413975
ENAH,-3.988211947
ENDOD1,-7.845085472999999
ENKD1,-5.592910097000001
ENOPH1,-4.314639398
ENOSF1,-1.3936479919999998
ENPP1,-15.19799691
ENPP2,-11.28670393
ENPP4,-5.425102068999999
ENPP5,-8.390932276000001
ENPP6,-8.040544639
ENPP7,-7.519157595
ENTHD1,-8.907732199
ENTPD1,1.5878777880000001
ENTPD7,140.8738517
EP300,91.34101838
EPAS1,-11.20487649
EPB41L4B,-9.087811602
EPC1,6.127587273
EPCAM,-2.5770969669999997
EPG5,-20.30983358
EPHA2,13.20601447
EPHA3,28.68102613
EPHA6,73.13238971
EPHA7,96.73276932
EPHB1,-6.105252932999999
EPHB2,-16.13398185
EPHB3,1.487373145
EPHX2,-8.787357312000001
EPHX3,1.833812482
EPM2AIP1,-0.310613453
EPN3,-10.57873212
EPO,-3.423465437
EPS15,2.733584149
EPS15L1,-15.13450619
EPS8L2,-11.58362811
EPSTI1,3.976173438
EQTN,-5.106524905
ERAP1,-14.32408131
ERAP2,-17.91637132
ERAS,-3.4751851510000002
ERBB2,-9.806777324
ERBB3,-6.977610531
ERBB4,39.19883947
ERC1,5.319682625
ERCC2,-8.481025667
ERCC5,-7.759000822000001
ERCC6,-27.56963425
ERCC8,-7.196289263
ERF,32.2095304
ERG,11.84664813
ERGIC1,8.611254987
ERGIC3,-1.169513118
ERI1,-6.4561140329999995
ERI2,6.649937962
ERICH1,-6.396589702999999
ERLEC1,-9.069511442
ERLIN1,-5.081631543
ERLIN2,-4.033109902
ERMN,-5.041780244
ERP29,-3.943477868
ERRFI1,19.39420973
ESCO1,47.08619088
ESCO2,1.087243662
ESF1,2.881066435
ESPL1,16.67243298
ESR1,36.15598467
ESRRG,2.056829976
ESYT1,-19.16058582
ESYT3,-5.714070912
ETFA,-4.54252978
ETNK1,1.3938156940000002
ETNK2,0.36751968
ETS2,-7.6334593989999995
ETV1,9.652477081
ETV3L,2.492425958
ETV4,-1.7901367780000002
ETV5,-7.974399768
ETV6,11.25264828
EVA1B,-2.721991819
EVI2B,-7.782136489
EVI5L,-13.45923892
EVPL,-10.84473922
EVPLL,-4.892464324
EWSR1,-10.47114307
EXD1,-9.989178841000001
EXO1,-14.92957803
EXOC3L2,-4.9645590219999995
EXOC3L4,49.72950411
EXOC6B,-1.6738020669999998
EXOC7,-9.379062042000001
EXOSC3,-4.911136647
EXOSC4,-3.664136578
EXOSC7,-4.893971828
EXPH5,-6.135563757000001
EXT1,-5.904054415
EYA4,12.25538551
EYS,163.2290069
EZH2,139.91246030000002
EZR,131.61327079999998
F11,-5.349450252
F13B,7.450031298
F2RL2,17.64627608
F2RL3,-6.500311502000001
F5,5.4634388110000005
FA2H,2.174117871
FAAH2,0.036848717999999996
FABP1,-1.603562049
FABP5,-2.538475491
FADS1,-1.599224309
FADS2,2.825666053
FAF2,8.915119928
FAHD1,-3.8005605539999996
FAHD2B,-6.020542381
FAIM2,-5.788151244
FAM102B,-5.193555139
FAM104A,-3.724831228
FAM110B,5.29074716
FAM111B,-0.080290083
FAM114A2,-1.47083108
FAM120AOS,-4.436661804
FAM122A,18.37510723
FAM126B,-8.921803923999999
FAM129A,-10.99243775
FAM129B,-5.21297031
FAM129C,1.49266139
FAM131A,-5.668785392999999
FAM131B,-5.975867944
FAM131C,1.037132221
FAM133B,-3.372532328
FAM135A,41.00724148
FAM135B,7.267095875
FAM13A,44.05251883
FAM151A,6.971973021
FAM155B,6.966534449
FAM169A,-2.080025354
FAM169B,10.75926627
FAM171B,8.917920061
FAM174B,-2.58637682
FAM178B,-9.089342323
FAM186B,-7.626044461
FAM187B,-5.037529673
FAM193A,-1.252136148
FAM199X,-5.292415741
FAM19A1,-1.325822644
FAM19A2,-0.25459876800000003
FAM200A,1.231879905
FAM204A,-4.106349736
FAM208A,-5.181690484
FAM209A,-2.482964074
FAM20C,-7.908378161
FAM210B,-0.982356613
FAM214A,-15.97936942
FAM214B,-6.8610589179999995
FAM216B,-1.4356257330000002
FAM218A,-0.112502683
FAM219A,-2.03652564
FAM222A,-7.273558137999999
FAM227B,-0.9317455040000001
FAM3A,-5.157595583
FAM43B,2.432823575
FAM45A,-5.760403291
FAM47B,-1.460192414
FAM47C,13.13151096
FAM49B,-6.276276417999999
FAM50B,22.53717333
FAM53A,5.401303024
FAM53B,-5.143959555
FAM69C,-7.273078602000001
FAM71A,-5.873222795
FAM71E1,-4.446678455
FAM81A,-6.727734747
FAM81B,-7.693186838
FAM83C,-10.43560703
FAM83F,47.25884854
FAM83H,-11.50772157
FAM84A,15.04813667
FAM8A1,6.777911069
FAM90A1,-7.829412012000001
FAM91A1,-8.375562096
FAM9C,27.08240596
FAN1,-16.81097969
FANCC,-9.720380121
FANCI,2.133914126
FANCM,27.69374738
FAR1,-8.239797895
FARP1,-17.61849507
FAS,16.07115562
FASTK,-4.049268565
FASTKD3,-7.8454513960000005
FAT1,94.58721179
FAT4,25.91509535
FAXC,-1.073914572
FAXDC2,-1.835125501
FBF1,-17.13833886
FBL,-5.847457551000001
FBLN2,-6.961426075
FBLN5,19.84221012
FBN2,-4.384163978999999
FBP1,-6.193351606
FBXL12,-4.595526275
FBXL13,-4.221393406000001
FBXL14,-7.038234347
FBXL17,5.905231467
FBXL19,-6.935411483999999
FBXL2,-7.43556907
FBXL20,-6.631384618999999
FBXL22,11.27093097
FBXL3,-5.872220027999999
FBXL5,98.19379188
FBXL7,0.92235289
FBXO11,67.70188967
FBXO15,-4.291483137
FBXO16,-5.493319324
FBXO3,-8.258372801
FBXO40,-4.318427035
FBXO43,-4.541024598
FBXO44,-2.9350943419999997
FBXO5,6.993866377000001
FBXO8,-4.470358106
FBXO9,-6.449965485
FBXW10,-8.178508934
FBXW11,-3.695631878
FBXW4,-7.181863304
FBXW7,6.526999576000001
FBXW8,4.884599644
FBXW9,5.738055051
FCER1G,-0.04778894400000001
FCER2,6.829040251
FCGR1A,6.14031635
FCGR1B,-5.778012384
FCGR2A,-5.359282134
FCGR2B,-1.428920617
FCGRT,-3.706815233
FCHO2,-1.769196999
FCHSD2,-11.31915328
FCRL2,-6.559936148999999
FCRL4,-3.78827806
FCRL6,5.661135107000001
FDPS,-6.29014392
FDXR,-10.71261455
FEM1A,-2.44663165
FEM1C,20.41349872
FEN1,-5.28970643
FERD3L,4.670014765
FERMT3,-10.62918204
FES,3.7027060210000005
FEV,2.5807698219999997
FEZ2,0.719127385
FEZF2,-6.989009876
FFAR4,-4.389694957
FGD1,-13.71684228
FGD4,0.402709841
FGF1,-2.976815285
FGF10,-3.163397565
FGF13,-4.171665303999999
FGF23,3.1305189089999996
FGF3,-1.4866197230000002
FGF5,-3.570191743
FGF6,-1.80580803
FGF8,-4.322730878
FGFBP3,-4.461107968
FGFR1,17.29287895
FGFR1OP,-7.383612182999999
FGFR1OP2,-2.084765098
FGFR2,-0.598520288
FGFR3,-12.95015007
FGFR4,-11.60339066
FGFRL1,-7.96683326
FGG,21.33350553
FGGY,-5.652965132
FGL2,3.201694625
FH,3.50692939
FHIT,6.814326716
FHL1,-6.733161309
FHOD1,-12.95462638
FIBCD1,-7.707668206
FIBIN,-3.7357600460000002
FIGLA,-3.3451595189999996
FIGNL1,-8.803656549
FILIP1,-16.4496212
FIP1L1,-3.888457008
FIS1,10.02856674
FITM1,4.0359198780000005
FJX1,-6.676383219
FKBP4,-8.266126717999999
FKBP7,-3.450544862
FKBP9,-9.953393676000001
FKRP,-8.016322343999999
FLCN,-9.744561016
FLI1,-7.566132418
FLNA,64.30907831
FLT3,3.33364069
FLT4,-8.093447258
FLYWCH1,-12.011302800000001
FMNL1,71.44581814
FMO1,-7.364085437999999
FMO2,3.131469413
FMO3,-1.6299718419999998
FMO5,-0.653452499
FMOD,-4.509162858
FMR1,-10.75025364
FN3K,-4.87406635
FNBP1,-9.202179092
FNDC3A,-0.33823898
FNDC4,-3.72695608
FNDC5,5.089771968
FNDC7,5.652981294
FNIP2,-14.02416134
FNTA,0.843314525
FNTB,-7.653495863
FOLR1,-4.505276959
FOPNL,-3.643743412
FOS,-6.733196157999999
FOSL2,2.632019588
FOXA1,102.271579
FOXA2,-5.043522829
FOXC1,-7.883861598999999
FOXD4L3,-6.46669981
FOXE1,-5.782468866
FOXF2,-0.063697171
FOXI1,4.665695741
FOXI2,-4.108218296
FOXJ1,1.1617457709999999
FOXJ2,-8.562102123999999
FOXK2,2.662847139
FOXL1,-3.7137860480000002
FOXL2,-5.8485181310000005
FOXM1,-5.757873871
FOXN1,-11.30212522
FOXN2,-6.149629297000001
FOXN3,-5.870837777999999
FOXO1,-2.645026239
FOXO3,-10.39166265
FOXO4,-6.756068694
FOXP1,21.43881731
FOXR1,-3.2441137939999996
FOXRED2,-10.39002768
FOXS1,-4.89152815
FPGS,-9.510956933
FPR2,6.867487682
FRAS1,-44.03392384
FREM2,4.641031553
FRG1,-4.93890527
FRMD4A,3.293247802
FRMD4B,19.684301
FRMD5,-8.716103859
FRYL,-21.12454094
FSCB,7.346335223
FSCN1,-8.73224535
FSHB,-1.269026288
FST,-5.212851339
FSTL3,-3.586672258
FTHL17,-1.863232864
FTL,-2.60594542
FTMT,54.06004622
FTO,-9.199907606
FTSJ3,-15.72047175
FUBP1,-10.50645601
FUBP3,-1.609267323
FUCA1,0.734368569
FUNDC2,15.45793616
FUOM,-2.092362053
FUS,-8.656398588
FUT11,7.6773777579999996
FUT6,-6.379975152
FUT7,-5.9060902770000006
FUT8,1.704029469
FXN,-3.8771459360000002
FXR2,-4.156739011
FXYD2,-0.89854189
FZD10,3.888710399
FZD3,-8.415315338
FZD5,-1.811369165
FZD6,-5.1681812030000005
G0S2,48.15022761
G6PC,11.49719448
G6PC2,7.1885293279999996
G6PD,4.403531152
GAA,-9.228423045
GABARAPL1,-2.8197796310000003
GABBR1,-12.68174433
GABPB1,0.064530493
GABPB2,-9.296898227
GABRA2,4.803787202
GABRA4,34.93146707
GABRA5,22.07538558
GABRG3,-6.284264167999999
GABRR1,-6.866397372000001
GAD2,5.655613511
GADD45A,-3.030008364
GADD45B,-0.635390358
GADD45GIP1,-3.906424302
GAL3ST2,-5.705888317
GALM,1.84067258
GALNT12,-8.267230919
GALNT13,5.025842599
GALNT16,-8.807774557
GALNT18,-9.549898237
GALNT2,4.323191326
GALNT3,-7.302582265
GALNT5,32.14577507
GALNT6,-8.173178386
GALNTL5,6.351090351
GALNTL6,2.340461403
GALP,-0.259405387
GANC,-11.74795132
GAP43,-3.328240431
GAPT,0.42225329899999997
GARNL3,-6.197757974
GARS,-11.52374677
GAS1,4.793482013
GAS2L1,-11.34658117
GAS7,2.288759963
GAST,4.107277838
GATA1,-5.967506037000001
GATA2,-8.352291037999999
GATA3,188.6847821
GATA4,-6.568803705
GATAD1,-4.2305969480000005
GBA,-0.308252135
GBA2,-16.2166452
GBE1,20.45301954
GBGT1,-4.299356073
GBP5,-9.963443769
GBP7,6.137754247999999
GBX1,-6.253503516
GCA,-5.393716888999999
GCC2,34.30890966
GCDH,8.771982122
GCFC2,-11.09824715
GCH1,-4.049552138
GCK,1.812476094
GCLC,-2.6585982999999995
GCM2,-1.631275565
GCNT2,-8.867104475
GCNT4,-2.119238227
GCSH,-2.505311668
GDF3,0.430829384
GDF7,-4.331634169
GDF9,-8.218525835
GDI1,-7.832556351
GDNF,5.23860317
GDPD4,-9.3012578
GDPGP1,-4.702288241000001
GEMIN2,3.1725729069999997
GEMIN8,-4.157934651000001
GET4,-3.9969932910000003
GFAP,-2.393371915
GFI1,-3.289103873
GFM1,-7.44168955
GFOD1,-7.3705467360000005
GFPT2,-5.4383970139999995
GFRA1,-0.504848059
GFRAL,27.408105600000003
GGCT,2.600198287
GGCX,-13.93111278
GGH,2.1323770890000002
GGN,-0.5647253010000001
GGT5,-10.5963599
GHRH,-1.404202322
GHRHR,4.261824581
GHSR,-6.5580545489999995
GID8,-4.23446923
GIMAP4,-0.9093938690000001
GIMAP6,-4.366811226
GIMAP7,11.48167015
GINS1,-3.345875887
GINS3,-4.100370042
GIP,-2.455354946
GIPC3,-3.16726676
GIPR,0.614830718
GIT1,-13.69274404
GIT2,-12.65129959
GJA10,-0.6953634409999999
GJA5,-3.5604961619999997
GJA8,-5.989348056
GJB2,-3.5084700630000003
GJB5,-3.0616066060000002
GJC1,-3.071532931
GJD2,-5.384885664
GKN1,-2.633829884
GKN2,-2.460169613
GLA,-6.616011491
GLB1L3,-7.65565861
GLDC,-1.000243457
GLI1,47.73621325
GLIS2,-7.262904269
GLIS3,1.65341659
GLP1R,-4.824892102
GLP2R,-0.066055398
GLRA3,-2.465649887
GLRB,16.80089589
GLRX2,-3.581319988
GLRX5,16.25615244
GLS,2.291339643
GLTP,-3.0649184139999996
GLTPD2,-3.661855472
GLUD1,4.870761128
GLUL,3.645266767
GLYAT,3.1894320830000003
GLYCTK,-8.546740084
GM2A,5.316678783
GMCL1,5.801517584
GMDS,-5.811212501
GMFG,-1.33379773
GMIP,-4.685959696
GML,-1.544600041
GMPR,-6.032102803
GMPS,-11.42466902
GNA11,-6.575482827
GNA12,-7.615186996
GNA13,100.2994382
GNAQ,6.6718800289999995
GNAS,-13.65355322
GNAT1,-6.14831619
GNAT3,-4.16000185
GNB1,5.9622965
GNB1L,0.736681936
GNB3,-2.7198984939999997
GNE,-13.22561508
GNG11,-0.297716343
GNG2,0.277214217
GNG4,-1.345206095
GNG8,-1.279548258
GNGT2,-1.062529871
GNL2,-2.62779428
GNLY,0.78035773
GNPAT,-11.61200729
GNPDA2,5.155033417
GNPTAB,2.362044085
GNPTG,-5.018286965
GNRHR,-3.3207095719999997
GOLGA3,44.346079700000004
GOLGA5,-1.843912884
GOLGA7,-2.522253608
GOLGA7B,-2.7533079660000004
