,gene,score
3910,CHUK,2.558541472
3911,NPC1,2.557825953
3912,GTF2H3,2.557109524
3913,OTP,2.552052857
3914,INO80E,2.548843836
3915,PEX7,2.546652624
3916,R3HCC1L,2.5441436
3917,IL27,2.54179759
3918,CCDC113,2.539869594
3919,TBC1D12,2.537684109
3920,RAB5C,2.537118921
3921,PURB,2.535224989
3922,ZMAT2,2.527274887
3923,LCE2C,2.526870521
3924,MR1,2.52674342
3925,OR5M3,2.526447569
3926,TSHZ2,2.523001788
3927,LCE1D,2.520253284
3928,PTPN18,2.51909002
3929,OR52D1,2.512536036
3930,HPS5,2.501190394
3931,CTRL,2.500839745
3932,APOC2,2.498110576
3933,BRD3,2.495950776
3934,DUS3L,2.495523784
3935,TNFSF10,2.493749885
3936,ETV3L,2.492425958
3937,TFF1,2.488186704
3938,CBR4,2.483608908
3939,CRTAP,2.482707414
3940,NTRK2,2.480306922
3941,ZNF488,2.478677122
3942,TTLL5,2.477480368
3943,GPD1,2.477075253
3944,ETHE1,2.475464314
3945,KLHL24,2.47222692
3946,PON2,2.466195443
3947,RMND5B,2.461929327
3948,THAP11,2.460834047
3949,AMH,2.455769432
3950,CBR3,2.452244143
3951,DZANK1,2.450029238
3952,FREM1,2.446857534
3953,OR2AG1,2.445207341
3954,OTUD7B,2.438361066
3955,TMEM200C,2.438344447
3956,TEX264,2.435903135
3957,SSX1,2.43296848
3958,FAM43B,2.432823575
3959,CD47,2.432368064
3960,IZUMO4,2.428097128
3961,SEC24C,2.427922231
3962,CTTNBP2,2.42775636
3963,ZNF460,2.424285838
3964,LHX4,2.422787772
3965,JPH3,2.422278636
3966,ORC6,2.422087168
3967,C2CD4C,2.417843048
3968,PAWR,2.417468709
3969,RPL18,2.414251943
3970,SCD,2.414246005
3971,PYHIN1,2.413529456
3972,TNFSF15,2.412442985
3973,IL12B,2.410688447
3974,TRAPPC4,2.410600652
3975,GZF1,2.410486497
3976,MAF1,2.410224623
3977,DHDH,2.409089905
3978,RAD9A,2.40761275
3979,TCP10,2.405448297
3980,OAF,2.40332807
3981,FGD6,2.400527837
3982,NYAP1,2.398321832
3983,PDE6H,2.394104395
3984,VPS37D,2.388555955
3985,CA13,2.38346672
3986,DEF8,2.3831259
3987,TXLNA,2.379979174
3988,PCDHA6,2.375930595
3989,ZNF543,2.374856977
3990,ARFRP1,2.374672594
3991,KDM5C,2.371977799
3992,SLC6A4,2.370714054
3993,KCNK16,2.370348982
3994,KCTD4,2.369161222
3995,ATP1B1,2.362607558
3996,LACTB2,2.362284791
3997,GNPTAB,2.362044085
3998,RIC8A,2.357556927
3999,MSANTD1,2.355391094
4000,LYG1,2.351899662
4001,UBL3,2.350019896
4002,RPS6KA6,2.349535373
4003,OR6V1,2.3487457
4004,UBXN10,2.348559697
4005,CPNE4,2.348489417
4006,METTL14,2.348463175
4007,HMGN5,2.34510497
4008,GALNTL6,2.340461403
4009,ST3GAL3,2.338145207
4010,CYP19A1,2.337669489
4011,GH2,2.335735424
4012,PCDHGB4,2.334653517
4013,ISX,2.334630893
4014,THAP4,2.332464372
4015,TSPEAR,2.325300287
4016,SRRM1,2.325068475
4017,EIF3J,2.323438614
4018,GRP,2.321893502
4019,SULT1A2,2.307702383
4020,PIGC,2.30635078
4021,ZNF345,2.30270377
4022,MIIP,2.302667653
4023,ZNF114,2.300018364
4024,HCST,2.299332
4025,OTC,2.297834171
4026,RNF145,2.297008477
4027,SGK3,2.29690486
4028,SPSB2,2.291769752
4029,GLS,2.291339643
4030,TFAM,2.290956506
4031,GAS7,2.288759963
4032,LAPTM5,2.284731498
4033,ZNF521,2.284191776
4034,LAT2,2.28194246
4035,RBKS,2.27994129
4036,NKAIN3,2.278948234
4037,SFPQ,2.276570642
4038,GPR3,2.275344954
4039,TARSL2,2.273289635
4040,TMEM26,2.272736397
4041,OR2A12,2.272479381
4042,WFDC9,2.263181953
4043,FLRT3,2.263091905
4044,BLNK,2.262664813
4045,TSSK1B,2.262477149
4046,MRPS2,2.261390424
4047,OR2T3,2.258885031
4048,DDX27,2.257425509
4049,OR7A17,2.254746972
4050,LIFR,2.254409564
4051,ZNF287,2.253354677
4052,POLG2,2.252813041
4053,SPAM1,2.251530732
4054,SIX5,2.240629487
4055,SYPL1,2.238019769
4056,MAGOHB,2.23541954
4057,TRIM44,2.233846807
4058,STAT5B,2.231015229
4059,YIPF5,2.23093505
4060,ACER1,2.228318967
4061,CT47B1,2.22764149
4062,OR4D9,2.227418777
4063,STEAP1,2.226908173
4064,HBG1,2.216646863
4065,GCNT1,2.206154466
4066,SLC1A5,2.205223346
4067,MAGEA4,2.2008808
4068,ZNF654,2.198769879
4069,PSMB7,2.196991387
4070,COL4A5,2.18970341
4071,WDR77,2.187340193
4072,HLA-DPA1,2.186565037
4073,RTN4IP1,2.184258344
4074,SPACA3,2.18214103
4075,ZNF664,2.178931516
4076,JAGN1,2.174709193
4077,PRKCD,2.174592571
4078,CHST6,2.174417347
4079,FA2H,2.174117871
4080,MCHR2,2.169324434
4081,TBR1,2.169257961
4082,HK2,2.167777727
4083,P2RY10,2.16708579
4084,ZBTB45,2.164424921
4085,RASSF4,2.162005709
4086,TRIOBP,2.159037946
4087,ALMS1,2.15822443
4088,KCTD17,2.156554153
4089,HLA-DMB,2.156093964
4090,C1QTNF1,2.155643893
4091,FAM151B,2.154278504
4092,SLC5A9,2.15314601
4093,MPP4,2.152862086
4094,FGF14,2.149559695
4095,ATOH8,2.149246205
4096,SLC7A8,2.137806339
4097,KDELR2,2.13754865
4098,GIMAP1,2.135604811
4099,FANCI,2.133914126
4100,RPL12,2.133188315
4101,MAN1C1,2.133003442
4102,GGH,2.132377089
4103,ABCD2,2.128239643
4104,TIGD7,2.127698787
4105,OR2T12,2.126891717
4106,HARBI1,2.125775393
4107,CA7,2.124947703
4108,ARRDC5,2.118079826
4109,TBXAS1,2.116139597
4110,MAP4K2,2.114840063
4111,IRF7,2.112351695
4112,OR13C3,2.112193647
4113,TSSC4,2.101239579
4114,SMARCA5,2.094835998
4115,RWDD2A,2.093654177
4116,GK2,2.091229214
4117,GPR176,2.087274076
4118,AKAP8L,2.086710862
4119,OR6C4,2.08237168
4120,DPYS,2.082284634
4121,SGK2,2.081927278
4122,ANKDD1A,2.081696288
4123,PITHD1,2.069380732
4124,TCL1B,2.062961951
4125,MESP2,2.062544775
4126,C4BPB,2.062248026
4127,DUSP7,2.061456011
4128,CD58,2.060540465
4129,ZNF785,2.059089747
4130,TAX1BP3,2.057630118
4131,ESRRG,2.056829976
4132,GREM1,2.054094935
4133,DAAM1,2.053170429
4134,ZNF853,2.050847135
4135,ZIC2,2.050181938
4136,RNF19B,2.048933886
4137,SPATA5,2.044316001
4138,SNX32,2.041003085
4139,HIST1H4G,2.036171636
4140,CCDC144NL,2.034260789
4141,WWC1,2.030903908
4142,SHCBP1,2.028232765
4143,ZDHHC19,2.025465585
4144,PLP1,2.024745866
4145,FUT1,2.021067425
4146,NDUFS6,2.019525949
4147,KLK1,2.018286275
4148,PDLIM5,2.017486786
4149,NHLRC4,2.015030601
4150,CRYZL1,2.014547427
4151,SLC5A8,2.009863204
4152,ANXA4,2.009052665
4153,SH2D4B,2.009039838
4154,VCAN,2.005283104
4155,TNFSF11,2.002736023
4156,CD99L2,2.002261923
4157,OR6C70,2.001741574
4158,ZC3H12B,2.001009535
4159,AP3M1,1.99828048
4160,UCK2,1.99777377
4161,IRF2BP1,1.996663042
4162,ATP6V0D2,1.995600338
4163,TUBB8,1.994288324
4164,ELL,1.991556414
4165,ZNF395,1.991161319
4166,TKTL1,1.989901349
4167,B3GALT4,1.989591739
4168,PTF1A,1.988779255
4169,ANO6,1.985696934
4170,TMEM136,1.979701528
4171,DAD1,1.977136233
4172,CYP4Z1,1.975558125
4173,SENP1,1.975042775
4174,RNF20,1.974470154
4175,WBP1,1.974075409
4176,MSANTD4,1.969596249
4177,PGM3,1.966142618
4178,UBXN6,1.963713045
4179,PDCD2L,1.963356316
4180,LRRC19,1.962425078
4181,HIST1H2BG,1.962199504
4182,PDZK1IP1,1.961344409
4183,OSTC,1.959882365
4184,HOXC10,1.958884361
4185,NPY5R,1.958858542
4186,GOLPH3L,1.958814617
4187,HOGA1,1.952924127
4188,CXCL6,1.949792456
4189,EIF3H,1.947223039
4190,IFNA6,1.944969259
4191,RBL1,1.940195769
4192,CYP4V2,1.936915428
4193,OAZ3,1.933341507
4194,CLDN16,1.933063364
4195,RAB12,1.932504413
4196,NLRP7,1.93006651
4197,TSHR,1.926236428
4198,OR6Q1,1.924416894
4199,RNF175,1.918943383
4200,LYZL6,1.917884463
4201,OGN,1.915922675
4202,SLC7A14,1.911108633
4203,SHD,1.910053786
4204,SPINK5,1.906417607
4205,TREML1,1.905969101
4206,REV1,1.905829894
4207,ATG5,1.904538883
4208,OSBPL7,1.894972839
4209,CADM2,1.892357692
4210,SIGLEC6,1.889345929
4211,SLC12A1,1.888175248
4212,OR2AT4,1.885860049
4213,FCRL1,1.884208283
4214,ZADH2,1.883964111
4215,RARA,1.883373716
4216,FAM32A,1.882608346
4217,PSMG2,1.879993382
4218,KDM3A,1.87339662
4219,RPSA,1.85846175
4220,DTX3L,1.858444621
4221,ZNF879,1.857769355
4222,NAA35,1.856739102
4223,DAZAP1,1.85646451
4224,ESD,1.854089567
4225,RAB40A,1.849234308
4226,OR51I2,1.847921116
4227,TMEM14C,1.84754589
4228,PRKACB,1.844494546
4229,TLR10,1.841365278
4230,GALM,1.84067258
4231,SAMM50,1.835053892
4232,EPHX3,1.833812482
4233,ZNF32,1.827130399
4234,N4BP1,1.821454838
4235,MBD4,1.821192868
4236,ZNF189,1.818561494
4237,PEX5L,1.81852343
4238,GABRE,1.817961171
4239,SLC39A14,1.817435505
4240,SPATA17,1.81470389
4241,GCK,1.812476094
4242,SREBF2,1.810568665
4243,MTHFD2,1.810312217
4244,PLAT,1.810230426
4245,IGFBP2,1.805003009
4246,HELB,1.802170948
4247,HDHD2,1.801103314
4248,BACH2,1.793078108
4249,CCDC27,1.790372835
4250,CHRM2,1.788899507
4251,COL3A1,1.788616913
4252,PDGFRB,1.787982458
4253,HIST2H2BF,1.786116914
4254,SLC45A1,1.783361456
4255,SRPRB,1.78314488
4256,ZNF23,1.779968708
4257,CLN6,1.779541854
4258,CHST10,1.77789966
4259,CARD16,1.777090432
4260,SERINC4,1.768457865
4261,CDK14,1.766360164
4262,FAM78A,1.756177712
4263,GSK3A,1.754206819
4264,KCNN4,1.749994736
4265,PCDHGA9,1.749479571
4266,SHARPIN,1.749361396
4267,HOXD12,1.74629452
4268,NCSTN,1.740645764
4269,OGFRL1,1.739313204
4270,ACTR10,1.738948224
4271,SERPINB2,1.736016871
4272,KHDRBS3,1.730148208
4273,NEUROD6,1.726458954
4274,LCP1,1.726217912
4275,ASB16,1.724035327
4276,MANBAL,1.723031264
4277,SLC13A3,1.718807388
4278,PNMA2,1.715364156
4279,DPYD,1.715034053
4280,PGGT1B,1.714206632
4281,GRPR,1.710071573
4282,SPINK13,1.708897564
4283,GPRIN3,1.706061093
4284,FUT8,1.704029469
4285,LAX1,1.702983078
4286,ART3,1.701617983
4287,BBC3,1.697351415
4288,RFK,1.697032381
4289,DYSF,1.696146521
4290,TXNDC17,1.696012909
4291,HCFC2,1.695228092
4292,KCNJ13,1.694110396
4293,WDR55,1.691089315
4294,MC3R,1.684835211
4295,CPO,1.681706657
4296,RPH3AL,1.681480161
4297,KATNA1,1.67978696
4298,CSNK1A1L,1.675029209
4299,FRS3,1.67288005
4300,SNIP1,1.671112536
4301,VAX1,1.670751014
4302,SSTR3,1.670388368
4303,NYAP2,1.663844645
4304,ZNF569,1.663411824
4305,GBP1,1.657639192
4306,HTR4,1.653431458
4307,GLIS3,1.65341659
4308,SFTPB,1.652704762
4309,L3MBTL4,1.651781052
4310,ANKAR,1.650909923
4311,SOX12,1.648217211
4312,COL14A1,1.64717646
4313,AMIGO1,1.645606381
4314,DIP2B,1.64436887
4315,OR8B2,1.639479251
4316,ADAM30,1.637611092
4317,TCEAL4,1.637196235
4318,RGS18,1.635522254
4319,WDR45,1.63341763
4320,ARFGEF2,1.633182999
4321,IFITM1,1.631702514
4322,OR52H1,1.627345172
4323,STK16,1.623650696
4324,PTPRA,1.623583409
4325,SPACA1,1.621048107
4326,LSAMP,1.620407079
4327,SRSF3,1.617440671
4328,PRRX1,1.617409661
4329,AP1G2,1.616306611
4330,PGAM5,1.614943692
4331,POF1B,1.611796979
4332,HMGCLL1,1.606798462
4333,SLC27A6,1.605633542
4334,AGR3,1.604716015
4335,CNOT2,1.602667567
4336,MAPKAPK5,1.602307584
4337,ELAC1,1.59938569
4338,HIST1H4J,1.597584714
4339,HIBADH,1.597510692
4340,RECK,1.596800669
4341,ZACN,1.593707329
4342,EPB41L3,1.593098488
4343,ALDH6A1,1.589278544
4344,ENTPD1,1.587877788
4345,USF1,1.587358689
4346,CBX6,1.584805627
4347,CCR8,1.581593946
4348,PLSCR2,1.57991273
4349,BTBD8,1.577694433
4350,PSG8,1.573179289
4351,NR1I2,1.569179001
4352,FANK1,1.568596551
4353,MRPL41,1.567350108
4354,SLC6A19,1.566099814
4355,PDILT,1.564065941
4356,SERPINB8,1.563037474
4357,PRB4,1.562541704
4358,FAM181A,1.56104943
4359,CLIC6,1.557780316
4360,PROKR2,1.556307235
4361,REG3G,1.548121593
4362,TEX30,1.547239082
4363,SPR,1.545216246
4364,RPH3A,1.545140129
4365,MRPS5,1.544557811
4366,TRMT10C,1.537316063
4367,SLC4A10,1.53369174
4368,XCR1,1.531770276
4369,RHBDD3,1.52889343
4370,TNFSF9,1.526629139
4371,ANTXR2,1.519294736
4372,STK40,1.519062933
4373,KCNK17,1.513059073
4374,SNAPC2,1.506874653
4375,OPRK1,1.500737964
4376,EFEMP1,1.500435758
4377,AKAP4,1.498876336
4378,ADAM21,1.496570312
4379,TMEM86A,1.494724746
4380,PF4,1.494673074
4381,FAM129C,1.49266139
4382,SLC4A5,1.48996464
4383,UBE2R2,1.488642925
4384,ZNF784,1.488047332
4385,EPHB3,1.487373145
4386,DTX3,1.485641457
4387,NMI,1.483731646
4388,HIST1H3C,1.482304765
4389,ST8SIA1,1.481403418
4390,HERC4,1.481267025
4391,ZMAT4,1.479724354
4392,TWF1,1.478085315
4393,MRGPRX2,1.474655888
4394,NUDT2,1.473926255
4395,NLRP13,1.47161648
4396,MBD5,1.467801121
4397,SUSD5,1.46758443
4398,RSRC1,1.467567007
4399,NPBWR2,1.462720069
4400,ECHDC3,1.462388602
4401,ZNF433,1.4594933
4402,SEPHS2,1.458407135
4403,TIPIN,1.457579972
4404,TRAF3,1.45702811
4405,TRIO,1.454415285
4406,PDPN,1.450618976
4407,DAZL,1.446450408
4408,RNF150,1.445899042
4409,TUBB4A,1.443689584
4410,TCN2,1.43930164
4411,RAF1,1.43141304
4412,ZNF573,1.429892141
4413,CEBPB,1.417515223
4414,TDG,1.415196734
4415,GSDMB,1.413685927
4416,PLIN2,1.413223087
4417,GORAB,1.412332987
4418,TF,1.411670094
4419,MYD88,1.410346768
4420,CYP3A5,1.407185262
4421,RAET1G,1.406368269
4422,ZNF14,1.404610588
4423,CCDC85C,1.400365908
4424,FAM189B,1.396409482
4425,CPN1,1.39475257
4426,ETNK1,1.393815694
4427,PPT2,1.393314434
4428,IDH3A,1.391248533
4429,P2RX6,1.387525088
4430,HOOK3,1.385838387
4431,SUPT3H,1.384548966
4432,TERF2IP,1.384507174
4433,GZMK,1.382725151
4434,LDB1,1.378914307
4435,HBP1,1.3784104
4436,NIT1,1.376887076
4437,METTL18,1.370625261
4438,TOMM40,1.370493673
4439,RALY,1.370066664
4440,UPF3A,1.36951538
4441,WNT9B,1.364041177
4442,PTS,1.363916816
4443,KLHL10,1.357344782
4444,MCEE,1.356635386
4445,AGT,1.356498019
4446,CLPX,1.35421202
4447,ZC2HC1A,1.348598273
4448,BCCIP,1.34695343
4449,ANKRD29,1.345119091
4450,KLF10,1.344844461
4451,KRT35,1.34296805
4452,RRP9,1.342894699
4453,RBM33,1.342891762
4454,PALB2,1.341518457
4455,ZNF649,1.337817589
4456,LYAR,1.336711701
4457,AQP10,1.335676913
4458,RSPH9,1.332485596
4459,ALG10B,1.331012585
4460,FAM98B,1.330421905
4461,PLAC1,1.329194534
4462,RPA2,1.327665284
4463,MASP1,1.327258573
4464,HSPB9,1.32706629
4465,SPOCK2,1.323701778
4466,SAFB2,1.322819382
4467,GLMN,1.321638914
4468,RIPK2,1.320971597
4469,NKG7,1.32092341
4470,SERPINA6,1.320217911
4471,DHCR7,1.313655714
4472,B4GALT6,1.311721164
4473,POLR3D,1.310259666
4474,LRG1,1.300701094
4475,ESRRB,1.299771052
4476,SPZ1,1.29828349
4477,SUZ12,1.298201418
4478,CDKN2AIP,1.298127994
4479,AKAP10,1.296465012
4480,LIPF,1.295129548
4481,THBS2,1.29312746
4482,ATP9B,1.292185519
4483,REXO4,1.289420321
4484,ASGR1,1.288119905
4485,ALKBH1,1.286295438
4486,PPM1K,1.284245485
4487,HIC2,1.283590213
4488,EIF2B3,1.282022184
4489,HS1BP3,1.281647512
4490,KLRG2,1.27726736
4491,PRSS35,1.276545012
4492,OPN5,1.271983654
4493,DNASE2B,1.268289963
4494,METTL24,1.267424883
4495,PIK3C2B,1.266338945
4496,CHRNA9,1.261647952
4497,UBE2Q2,1.259211692
4498,PDE4DIP,1.258042852
4499,ZNF695,1.256917038
4500,USP50,1.256511861
4501,CDK9,1.253893638
4502,IKZF2,1.250131911
4503,TAP1,1.249439367
4504,ZFAND6,1.248919203
4505,SCAI,1.246517562
4506,TBC1D13,1.24644661
4507,CMBL,1.238872401
4508,MBD2,1.238794055
4509,WDR36,1.238741533
4510,ANKRD18A,1.238298255
4511,DDOST,1.23570576
4512,SPOCK3,1.235069671
4513,PSIP1,1.233990236
4514,APTX,1.232900858
4515,FAM200A,1.231879905
4516,CCDC178,1.231686814
4517,OSTM1,1.23016299
4518,DMRT2,1.227544104
4519,CREB1,1.222216553
4520,RHOB,1.220645667
4521,BCL11B,1.2142623
4522,POLN,1.213904209
4523,ASIP,1.21010796
4524,CRLF1,1.208966487
4525,SLC35E3,1.207971248
4526,INHA,1.206155215
4527,HCAR3,1.203262907
4528,RHOJ,1.202953351
4529,GRIA2,1.202176935
4530,FILIP1L,1.201077659
4531,LYRM2,1.199218981
4532,EFEMP2,1.198557918
4533,HMGN4,1.195359416
4534,ASB5,1.192421333
4535,ATG13,1.189388683
4536,UCN2,1.186139021
4537,METTL2A,1.18516849
4538,MRPL50,1.181398928
4539,ACAD8,1.171735997
4540,OR7D2,1.168632981
4541,E2F4,1.166195047
4542,MAT2A,1.16425917
4543,FOXJ1,1.161745771
4544,TOP1MT,1.160794212
4545,ZNF253,1.157018087
4546,HIST1H3F,1.155238546
4547,SLC38A8,1.15435416
4548,OR2AK2,1.154126068
4549,IQSEC3,1.150041456
4550,HNF4G,1.147292776
4551,VIPR1,1.146787776
4552,AP1S3,1.14304928
4553,GPR6,1.141774202
4554,CPQ,1.140152301
4555,CCDC51,1.135366682
4556,DUSP11,1.134760174
4557,PSMA8,1.133411028
4558,CENPL,1.131487558
4559,CYP8B1,1.13067784
4560,SLC10A2,1.125975894
4561,CBR1,1.125615097
4562,CUL7,1.123086642
4563,KCTD16,1.123068492
4564,CCNT2,1.122578198
4565,GABBR2,1.122046196
4566,CAPRIN2,1.12112533
4567,NLRP12,1.120850958
4568,NDUFAB1,1.120204919
4569,KIAA0391,1.119770337
4570,FATE1,1.119679384
4571,TPM2,1.118432098
4572,EVA1C,1.115195791
4573,TGOLN2,1.114813564
4574,AK3,1.11226143
4575,KRIT1,1.111033081
4576,KCNK2,1.107519352
4577,CGB7,1.104888526
4578,AKAP12,1.101374351
4579,KLRC2,1.100173095
4580,MLEC,1.097956887
4581,NBN,1.097879928
4582,NDUFA9,1.095933065
4583,TGFBI,1.092066192
4584,APOL5,1.091059905
4585,PUS1,1.088382555
4586,ESCO2,1.087243662
4587,LRRC42,1.084931573
4588,SPRR2E,1.083041357
4589,PSG4,1.082979731
4590,IKZF5,1.081622843
4591,ALDH8A1,1.079193818
4592,SPPL3,1.076652605
4593,PRSS48,1.075788997
4594,SOX2,1.074804026
4595,RPS6KC1,1.073839335
4596,RBFOX1,1.073549557
4597,SYP,1.069578792
4598,KRT26,1.06920256
4599,THNSL1,1.06488123
4600,CCDC157,1.064467869
4601,CCKAR,1.055391866
4602,H2AFZ,1.04839387
4603,SNTB2,1.047008375
4604,PTH2R,1.046747816
4605,SP140L,1.046705683
4606,TBX22,1.042814688
4607,AGPAT3,1.040613994
4608,FAM131C,1.037132221
4609,AUNIP,1.03405812
4610,NAMPT,1.032974138
4611,SLX4IP,1.029628451
4612,SUN3,1.029381399
4613,CRYGD,1.028991283
4614,NR2F1,1.02762743
4615,KIAA1217,1.022947942
4616,GFM2,1.022479071
4617,EIF1AX,1.01807662
4618,KLHL2,1.016821579
4619,PI3,1.01555487
4620,TFAP2C,1.014152531
4621,KRT19,1.01403239
4622,GNAL,1.012602869
4623,CLDN19,1.009373423
4624,ZDHHC23,1.004512787
4625,TPH1,1.00080195
4626,SVIP,0.998455032
4627,DCAF17,0.994394939
4628,PCDHB3,0.992903279
4629,LRRN1,0.98866289
4630,SELPLG,0.98800843
4631,STX18,0.987719204
4632,CERS2,0.987406196
4633,SLAMF9,0.986899797
4634,POP5,0.983262442
4635,SLC9A4,0.982143638
4636,ATOX1,0.981858751
4637,HAUS7,0.980823202
4638,AP3B2,0.979048558
4639,GPA33,0.976962228
4640,TLE1,0.974873651
4641,MBIP,0.974043073
4642,IFRD1,0.972760351
4643,DHRS4,0.971290067
4644,CLDN6,0.971224361
4645,ATP2C1,0.964717516
4646,CTSW,0.964219602
4647,ASZ1,0.960597246
4648,TMOD1,0.959555165
4649,OPHN1,0.957954116
4650,CATSPER4,0.957594997
4651,PRR5L,0.944220209
4652,ZNF606,0.943824646
4653,ABCC9,0.943588455
4654,DIO2,0.942103678
4655,PPP1R3G,0.940233824
4656,SLC25A46,0.933056887
4657,KLRC4,0.931499862
4658,PUSL1,0.929702794
4659,NR3C1,0.925766014
4660,GSR,0.925027605
4661,FBXL7,0.92235289
4662,CDHR5,0.919262084
4663,HINT3,0.914875057
4664,H2AFX,0.91421255
4665,DNAJA2,0.91350179
4666,CNOT7,0.913285498
4667,CCNC,0.909527233
4668,DDX11,0.905144385
4669,BCDIN3D,0.904249066
4670,KPTN,0.897762663
4671,ANGPTL5,0.8970786
4672,CHN2,0.890649798
4673,PDCD1,0.8896694
4674,LMAN1,0.883233073
4675,KCNA6,0.883179463
4676,CDC37L1,0.883107392
4677,HAUS6,0.881281687
4678,TTI1,0.877594224
4679,GCKR,0.876926749
4680,CD300LB,0.873879827
4681,POLR2M,0.872204712
4682,CYP17A1,0.871297364
4683,AP4S1,0.870375325
4684,TRIM29,0.86896702
4685,SP140,0.867639162
4686,SCUBE1,0.867476529
4687,AP5Z1,0.865143388
4688,KRTAP5-11,0.863333888
4689,OR14J1,0.862810103
4690,TMCC3,0.860307065
4691,PNKP,0.856150107
4692,DCST2,0.851492134
4693,NOVA2,0.844640152
4694,FNTA,0.843314525
4695,TAS1R1,0.842946106
4696,TMEM255A,0.839988288
4697,CCDC152,0.839915636
4698,RPS21,0.838828644
4699,ZNF860,0.835394946
4700,TTLL11,0.835244528
4701,WDR38,0.834906401
4702,RNF113A,0.83216006
4703,DCTPP1,0.831664237
4704,IL10RB,0.830437578
4705,ZBBX,0.825975928
4706,ZC3H12A,0.825878924
4707,WASL,0.822710373
4708,ZNF621,0.82200518
4709,ALDH1L2,0.821413845
4710,CYP2A6,0.821363033
4711,SPI1,0.817344893
4712,SEC14L2,0.816373396
4713,FAM3D,0.816084925
4714,POLR3F,0.812956304
4715,USP22,0.812319906
4716,ZSWIM3,0.811016016
4717,SFXN4,0.810661191
4718,GPX6,0.810445691
4719,SLC12A7,0.809104713
4720,DONSON,0.808216181
4721,ITPK1,0.80780369
4722,LRRC24,0.80670919
4723,OR2G2,0.805822262
4724,CDC37,0.805286589
4725,RCL1,0.804805751
4726,HPSE2,0.804470283
4727,TRIM45,0.801822169
4728,HPD,0.798138787
4729,PPP2R2C,0.796372565
4730,PCDH19,0.794555682
4731,PCK1,0.793928413
4732,SLC22A18AS,0.793389059
4733,BHLHE41,0.788586305
4734,CUL3,0.787877656
4735,LCE1F,0.786749791
4736,OXER1,0.786703895
4737,HLA-G,0.786444958
4738,MAGEE2,0.785365499
4739,SLC30A3,0.784032731
4740,HSPB8,0.783369844
4741,DPP4,0.780394308
4742,GNLY,0.78035773
4743,SLC33A1,0.780067706
4744,NOS1AP,0.77885814
4745,PAICS,0.773643805
4746,ANO9,0.772945145
4747,SPACA7,0.771357054
4748,TBX5,0.770193942
4749,SLC6A2,0.768849575
4750,LANCL2,0.762802813
4751,CDC20B,0.762414409
4752,ADAT2,0.762412622
4753,TMPRSS11A,0.761305869
4754,HTR3C,0.758217568
4755,CYP7A1,0.752877825
4756,FAM43A,0.749217973
4757,TXLNB,0.749070194
4758,MT1A,0.743613231
4759,GNB1L,0.736681936
4760,HNRNPA0,0.735136926
4761,CCDC8,0.73454529
4762,FUCA1,0.734368569
4763,TMED8,0.731856095
4764,OMD,0.730745965
4765,MBNL3,0.72843104
4766,CCK,0.725175339
4767,CFHR5,0.724314088
4768,FEZ2,0.719127385
4769,PCSK1,0.718724818
4770,NPY1R,0.716168018
4771,RBMXL2,0.715261173
4772,TEKT5,0.708137312
4773,EIF4G2,0.704228485
4774,SKAP2,0.698385755
4775,LIAS,0.697740033
4776,SFXN1,0.697659022
4777,ZC3H13,0.697048457
4778,TCP11L1,0.696704354
4779,ZFP62,0.694692807
4780,CCDC6,0.694527464
4781,RORB,0.692419194
4782,CAMSAP2,0.69221241
4783,IL36RN,0.68918778
4784,FAM166B,0.689116985
4785,HAT1,0.68726431
4786,WDR82,0.687053941
4787,SIM1,0.685929324
4788,OSBPL3,0.683284818
4789,MAOB,0.67857124
4790,UTP14A,0.676313128
4791,CLIC5,0.672734481
4792,LRRC23,0.671749853
4793,PRELP,0.670997251
4794,OSTN,0.664557954
4795,MASTL,0.663235396
4796,CYR61,0.661702568
4797,CRHR1,0.660569022
4798,UNC5CL,0.660422229
4799,RPUSD3,0.653871805
4800,PRG4,0.651233309
4801,SLC7A13,0.650542127
4802,SLCO1B7,0.648904194
4803,HIST1H4C,0.642854601
4804,CPOX,0.636484644
4805,SELL,0.634983645
4806,PDCL2,0.634563233
4807,TMEM175,0.633868891
4808,UHRF1BP1L,0.633265696
4809,TESC,0.631310057
4810,LRIT1,0.631154309
4811,ATXN1L,0.622063629
4812,HNRNPM,0.61915673
4813,MAP2K3,0.616473865
4814,POC1B,0.615377457
4815,GIPR,0.614830718
4816,CCDC158,0.614820114
4817,CRX,0.609975875
4818,RNASEH2B,0.608504927
4819,MAGI2,0.606930088
4820,EIF2S3,0.605369576
4821,HOXA4,0.605022743
4822,OR10W1,0.60124508
4823,ADRB2,0.600784565
4824,BSPRY,0.599798501
4825,RTF1,0.597324666
4826,PIFO,0.595793987
4827,MMP11,0.593649602
4828,RAB4A,0.59204266
4829,SLC14A2,0.591448038
4830,TAF2,0.590438625
4831,RUNX1T1,0.587804424
4832,ARHGAP15,0.584791101
4833,OR51M1,0.583075381
4834,RXRB,0.582345769
4835,SET,0.579857543
4836,PLA2G1B,0.572575363
4837,ZNF845,0.571391994
4838,SPRY1,0.567393642
4839,AKT3,0.564559225
4840,FUZ,0.560567808
4841,LIPG,0.558505579
4842,MIB1,0.55786447
4843,TESK2,0.55702765
4844,IL1R1,0.549686703
4845,SIK2,0.546739426
4846,KLHL8,0.543030429
