,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
A1CF,-0.005557629,-0.001167035,-0.002807447,-0.001223793,-0.00133726,-0.002100913,0.001269824,-0.000347318,-0.000159922,-0.001142173,0.001712225,-0.006928003,-0.017577174,-0.030536659,-0.004841326,-0.003970789,-0.00589373,-0.006210345,-0.003336974,-0.003219872,-0.001140487,0,-0.010934406,-0.006857045,-0.00644633
ABI1,-0.019962772,-0.001788565,-0.005014784,-0.00176152,0.002509087,-0.002525715,-0.003206969,-0.000444282,-0.000611307,-0.003585248,-0.001602841,-0.002187219,0.000905558,0.035888236,0.011577539,-0.007503765,0.004896495,-0.008124709,-0.000858492,-0.004797885,0,0,-0.015615665,-0.004453914,-0.008557272
ABL1,0.078799051,0.018549755,0,0,0.02473918,0,0.011020455,0,0,0,0.009758628,0.010976257,0.193915097,0.208350295,0.011962974,0.001226583,0.020581833,0.010453186,0.008516986,0.012687113,0.004180948,0.000441522,0.072338379,0.006868969,-0.006478936
ABL2,0.039637898,0.003125576,-0.003707801,-0.001357444,-0.001824821,-0.001756309,0.004905954,0,0,-0.006933484,-0.001109805,-0.016188014,0.035974341,0.079419643,0.000801534,-0.006565231,0.007328607,0.043056478,-0.008032626,-0.009225231,-0.000323446,0,0.061436576,-0.003953444,-0.008677816
ACKR3,-0.01196409,-0.002353422,-0.002731131,-0.001306771,0.000791348,-0.001873257,-0.003632236,-0.000279945,-0.00014126,-0.000265119,0,-0.006161774,-0.017942614,-0.031891718,-0.007065436,-0.001684659,-0.005250933,-0.004912743,-0.001204685,0.006052039,-0.000813553,-0.00013266,-0.010009444,-0.004156938,-0.004680724
ACSL6,-0.004161512,-0.000933483,-0.002514804,-0.001052127,-0.002639842,-0.001972111,-0.004579829,-0.000282592,-0.000201771,-0.001508501,-0.002449572,-0.003245555,-0.027578406,-0.038972569,-0.007510494,-0.000331489,-0.00222997,0.010277381,-0.004094252,-0.001482537,-0.000878905,0,-0.011310241,-0.004274664,-0.005041019
ACVR2A,-0.015312073,-0.002085923,-0.003068901,-0.001254673,-0.000505411,-0.002576277,-0.005979459,-0.000248154,0,0,0.002186302,-0.007030838,-0.005731069,-0.000435346,-0.006324288,-0.000212998,0,-0.001833587,-0.003201284,0.002334324,0.00305326,0,-0.010307952,-0.006354109,-0.007651839
AFF1,0.00780988,0.000657054,-0.007190373,-0.001135417,-0.00436131,-0.002310604,-0.002771202,-0.000320098,0,0.000531377,-0.001191502,0.016593867,-0.014690641,0.053193689,0.010140678,0.000991115,0.003828605,-0.010275656,-0.0031053,-0.007537709,0,0,0.094509,-0.007130153,-0.007704166
AFF3,0.013593957,-0.000701237,-0.003251837,-0.00175902,-0.000918094,-0.001858012,-0.006161444,-0.000612069,-0.000273241,-0.003148345,0.003249494,-0.0101497,-0.04189389,-0.0536467,0.00630781,0.009415635,-0.004582309,0.004529587,-0.003043326,-0.004366233,-0.000856289,0,0.018742344,-0.004179759,-0.006620473
AFF4,0.027841604,-0.000889305,0.020853274,-0.001197408,-0.00792686,-0.002094831,-0.005392285,-0.000938095,-0.00019394,-0.006654927,-0.008748929,0.04563429,-0.002556696,0.039277979,-0.005072164,-0.00353466,-0.000466394,-0.008144484,-0.005840777,-0.007972547,-0.00038172,0,0.02675062,-0.00269735,-0.00862326
AKAP9,0.003001135,0.007062754,-0.007591097,-0.00152907,-0.001042095,-0.001891008,-0.009263051,-0.001874888,0,-0.002609496,0.00287376,-0.010916344,0.028800111,0.072723356,-0.001702534,-0.002053135,0.008848665,-0.001121441,-0.008674827,-0.012684188,-0.000737741,0,0.068062491,-0.008803554,-0.007489527
AKT1,-0.001638216,0,-0.000812687,-0.001242918,-0.002913843,0.243979668,-0.002064328,-0.001001491,0,0.001204654,0.002397058,0.002348069,0.126222492,0.183969181,0.013696625,0.006505853,0.012431543,0.014467573,0.005765407,0.008112887,-0.001042257,0.000325638,0.123368154,-0.003572705,-0.00304665
AKT2,-0.026113185,0,0.007270595,-0.001998411,-0.016561056,-0.003505175,-0.004528284,0,-0.000673077,-0.008424116,-0.007859515,-0.004587598,0.029032055,0.028945571,-0.003810422,-0.007316204,-0.002501473,0,-0.009707119,-0.010020955,-0.001836848,0,-0.012602928,0,-0.008599292
AKT3,-0.012567308,-0.002116095,0.015628564,-0.001715695,0.001200552,-0.002217594,-0.006171879,-0.000374248,0,0,0.002339058,-0.015145106,-0.016352653,-0.03219456,-0.005401862,-0.000328889,-0.003539735,0.019598892,-0.002261251,-0.001132681,-0.000549142,0,0.023113265,-0.005001061,-0.007708008
